enrollment_id,user_id,course_id,enrollment_date,progress_pct,last_activity_date,completion_status,final_score,ai_risk_of_dropout,recommended_next_action,learning_streak_days
ENR0036540,USR048925,CRS009825,2025-10-21,68,2026-05-13,In Progress,86,0.458,Take mock interview,103
ENR0036541,USR000151,CRS002018,2025-08-07,22,2026-05-09,In Progress,35,0.715,Attempt assessment,156
ENR0036542,USR011473,CRS021270,2025-10-23,23,2026-05-13,In Progress,10,0.326,Join forum discussion,52
ENR0036543,USR008670,CRS043845,2025-05-16,50,2026-04-02,In Progress,84,0.713,Continue next lesson,32
ENR0036544,USR029255,CRS033327,2026-01-29,21,2026-05-10,In Progress,17,0.387,Continue next lesson,151
ENR0036545,USR021045,CRS021709,2026-05-02,63,2026-04-18,In Progress,44,0.322,Join forum discussion,110
ENR0036546,USR032573,CRS003019,2025-10-29,95,2026-03-25,Completed,9,0.591,Schedule mentor call,86
ENR0036547,USR024266,CRS029394,2025-11-11,78,2026-04-28,In Progress,92,0.229,Revise weak concepts,87
ENR0036548,USR009488,CRS019121,2025-06-16,89,2026-04-30,In Progress,13,0.802,Take mock interview,126
ENR0036549,USR041724,CRS021698,2026-03-28,96,2026-05-01,Completed,58,0.206,Join forum discussion,155
ENR0036550,USR043071,CRS017954,2025-09-04,45,2026-04-25,In Progress,77,0.63,Schedule mentor call,168
ENR0036551,USR017062,CRS001936,2025-11-01,0,2026-04-30,Not Started,16,0.029,Continue next lesson,77
ENR0036552,USR045718,CRS038714,2025-05-31,7,2026-03-24,In Progress,18,0.357,Schedule mentor call,162
ENR0036553,USR031786,CRS012675,2025-10-11,6,2026-05-04,In Progress,2,0.867,Join forum discussion,180
ENR0036554,USR027856,CRS001575,2025-11-04,86,2026-04-11,In Progress,80,0.679,Take mock interview,147
ENR0036555,USR002928,CRS028523,2025-08-27,86,2026-05-05,In Progress,95,0.42,Revise weak concepts,118
ENR0036556,USR031572,CRS008267,2026-01-30,28,2026-05-05,In Progress,38,0.317,Attempt assessment,151
ENR0036557,USR006146,CRS004869,2026-04-12,46,2026-03-15,In Progress,73,0.419,Revise weak concepts,129
ENR0036558,USR043128,CRS038306,2026-02-21,60,2026-04-27,In Progress,23,0.225,Continue next lesson,167
ENR0036559,USR040168,CRS049738,2025-07-06,31,2026-04-01,In Progress,23,0.21,Take mock interview,22
ENR0036560,USR002265,CRS002705,2025-09-08,57,2026-05-12,In Progress,14,0.115,Join forum discussion,174
ENR0036561,USR008352,CRS027264,2025-06-17,88,2026-04-25,In Progress,67,0.844,Schedule mentor call,162
ENR0036562,USR033670,CRS007467,2025-06-02,13,2026-05-04,In Progress,1,0.077,Join forum discussion,154
ENR0036563,USR044311,CRS049470,2026-02-19,51,2026-05-04,In Progress,86,0.665,Revise weak concepts,68
ENR0036564,USR041276,CRS041206,2025-07-19,44,2026-04-23,In Progress,100,0.859,Revise weak concepts,125
ENR0036565,USR024416,CRS016630,2025-10-26,7,2026-03-28,In Progress,49,0.173,Join forum discussion,177
ENR0036566,USR023906,CRS049097,2025-12-20,83,2026-05-09,In Progress,29,0.857,Join forum discussion,157
ENR0036567,USR001391,CRS010095,2025-09-23,50,2026-03-23,In Progress,99,0.454,Join forum discussion,172
ENR0036568,USR012990,CRS042221,2026-01-07,45,2026-04-05,In Progress,68,0.338,Join forum discussion,38
ENR0036569,USR014777,CRS032971,2025-05-25,4,2026-04-26,In Progress,1,0.23,Continue next lesson,157
ENR0036570,USR030792,CRS003873,2025-11-24,31,2026-04-03,In Progress,60,0.214,Schedule mentor call,133
ENR0036571,USR004784,CRS024583,2026-01-18,79,2026-04-06,In Progress,14,0.781,Revise weak concepts,138
ENR0036572,USR014836,CRS005756,2026-02-04,34,2026-04-14,In Progress,63,0.777,Revise weak concepts,1
ENR0036573,USR021017,CRS038847,2026-05-12,55,2026-05-02,In Progress,65,0.62,Revise weak concepts,167
ENR0036574,USR038898,CRS025644,2025-08-12,29,2026-04-21,In Progress,94,0.388,Revise weak concepts,46
ENR0036575,USR030188,CRS028501,2025-06-11,71,2026-04-15,In Progress,43,0.428,Schedule mentor call,158
ENR0036576,USR025562,CRS031448,2025-07-21,4,2026-03-27,In Progress,56,0.441,Attempt assessment,134
ENR0036577,USR036799,CRS036380,2025-10-23,67,2026-04-20,In Progress,47,0.375,Attempt assessment,73
ENR0036578,USR041192,CRS046438,2025-12-03,96,2026-03-30,Completed,48,0.294,Revise weak concepts,126
ENR0036579,USR017987,CRS005041,2025-08-30,83,2026-04-27,In Progress,39,0.927,Revise weak concepts,38
ENR0036580,USR046973,CRS028834,2025-06-24,97,2026-04-09,Completed,35,0.786,Join forum discussion,171
ENR0036581,USR025016,CRS025180,2026-01-17,99,2026-03-28,Completed,82,0.789,Schedule mentor call,92
ENR0036582,USR018436,CRS014219,2025-06-12,10,2026-04-10,In Progress,32,0.713,Continue next lesson,37
ENR0036583,USR043814,CRS011695,2026-01-28,16,2026-05-12,In Progress,44,0.257,Continue next lesson,111
ENR0036584,USR029530,CRS032733,2026-03-02,75,2026-04-12,In Progress,90,0.597,Join forum discussion,22
ENR0036585,USR002543,CRS004706,2026-03-10,16,2026-03-24,In Progress,2,0.824,Attempt assessment,174
ENR0036586,USR015697,CRS042720,2025-06-13,35,2026-04-18,In Progress,57,0.728,Attempt assessment,26
ENR0036587,USR001769,CRS032481,2025-07-08,47,2026-03-30,In Progress,16,0.151,Revise weak concepts,158
ENR0036588,USR027461,CRS004643,2026-03-20,97,2026-04-25,Completed,61,0.84,Join forum discussion,22
ENR0036589,USR040472,CRS033880,2025-07-11,52,2026-05-01,In Progress,95,0.245,Attempt assessment,55
ENR0036590,USR019608,CRS037164,2025-07-19,56,2026-03-19,In Progress,6,0.65,Attempt assessment,27
ENR0036591,USR001023,CRS029518,2025-08-02,77,2026-04-01,In Progress,76,0.469,Attempt assessment,27
ENR0036592,USR048564,CRS013037,2026-01-31,83,2026-03-26,In Progress,4,0.091,Continue next lesson,107
ENR0036593,USR009210,CRS044746,2026-01-20,4,2026-04-21,In Progress,51,0.518,Revise weak concepts,128
ENR0036594,USR001117,CRS021211,2026-01-17,94,2026-04-15,In Progress,51,0.124,Continue next lesson,168
ENR0036595,USR021341,CRS031561,2026-04-21,88,2026-04-01,In Progress,90,0.644,Schedule mentor call,91
ENR0036596,USR021391,CRS046571,2025-11-15,43,2026-05-05,In Progress,80,0.114,Join forum discussion,176
ENR0036597,USR029189,CRS031018,2026-03-01,73,2026-04-20,In Progress,100,0.15,Join forum discussion,156
ENR0036598,USR005563,CRS039217,2026-03-28,41,2026-04-17,In Progress,92,0.181,Schedule mentor call,42
ENR0036599,USR014420,CRS017638,2025-11-12,97,2026-03-25,Completed,32,0.035,Revise weak concepts,55
ENR0036600,USR049770,CRS020764,2026-04-24,16,2026-04-14,In Progress,30,0.213,Revise weak concepts,69
ENR0036601,USR039376,CRS006716,2026-04-06,0,2026-04-04,Not Started,41,0.614,Join forum discussion,55
ENR0036602,USR040367,CRS005601,2026-03-02,71,2026-05-01,In Progress,20,0.781,Attempt assessment,59
ENR0036603,USR020039,CRS042680,2026-04-28,98,2026-05-11,Completed,36,0.864,Attempt assessment,65
ENR0036604,USR030396,CRS040861,2025-08-23,60,2026-03-23,In Progress,12,0.547,Revise weak concepts,145
ENR0036605,USR013323,CRS022556,2026-02-15,96,2026-04-29,Completed,45,0.827,Continue next lesson,43
ENR0036606,USR032302,CRS017663,2026-01-23,34,2026-03-25,In Progress,43,0.265,Schedule mentor call,25
ENR0036607,USR034274,CRS020262,2025-11-16,6,2026-04-21,In Progress,20,0.081,Revise weak concepts,53
ENR0036608,USR003998,CRS002739,2025-09-08,37,2026-04-03,In Progress,71,0.404,Attempt assessment,34
ENR0036609,USR017646,CRS037288,2026-02-13,85,2026-04-17,In Progress,33,0.659,Attempt assessment,71
ENR0036610,USR020700,CRS020465,2026-01-15,80,2026-04-18,In Progress,78,0.757,Take mock interview,54
ENR0036611,USR017475,CRS040593,2026-04-17,67,2026-03-20,In Progress,1,0.872,Revise weak concepts,62
ENR0036612,USR024939,CRS005957,2025-10-16,73,2026-04-22,In Progress,62,0.59,Attempt assessment,102
ENR0036613,USR037298,CRS045266,2025-09-14,22,2026-05-10,In Progress,4,0.138,Join forum discussion,37
ENR0036614,USR013357,CRS018895,2025-12-19,1,2026-03-31,In Progress,26,0.925,Take mock interview,42
ENR0036615,USR038630,CRS040360,2025-10-01,86,2026-04-08,In Progress,87,0.859,Take mock interview,175
ENR0036616,USR008930,CRS014201,2025-10-28,63,2026-04-05,In Progress,55,0.119,Take mock interview,42
ENR0036617,USR011160,CRS034278,2025-11-21,57,2026-04-19,In Progress,23,0.137,Revise weak concepts,135
ENR0036618,USR028679,CRS043107,2026-02-17,8,2026-04-07,In Progress,9,0.432,Schedule mentor call,33
ENR0036619,USR027163,CRS037777,2025-05-28,45,2026-03-21,In Progress,30,0.401,Join forum discussion,153
ENR0036620,USR047073,CRS004896,2026-03-07,90,2026-04-28,In Progress,35,0.248,Join forum discussion,113
ENR0036621,USR010468,CRS033143,2025-08-11,46,2026-04-09,In Progress,55,0.831,Revise weak concepts,107
ENR0036622,USR039294,CRS029938,2025-10-24,51,2026-03-23,In Progress,13,0.771,Schedule mentor call,38
ENR0036623,USR049182,CRS023482,2025-08-17,28,2026-05-03,In Progress,66,0.913,Continue next lesson,121
ENR0036624,USR012410,CRS013894,2025-10-27,56,2026-04-21,In Progress,85,0.925,Revise weak concepts,80
ENR0036625,USR000744,CRS006651,2025-08-30,80,2026-04-08,In Progress,65,0.556,Continue next lesson,153
ENR0036626,USR049368,CRS007177,2025-11-01,74,2026-04-25,In Progress,94,0.667,Continue next lesson,14
ENR0036627,USR043608,CRS029207,2025-11-22,25,2026-04-23,In Progress,94,0.229,Revise weak concepts,80
ENR0036628,USR019335,CRS043087,2026-03-07,0,2026-04-19,Not Started,28,0.159,Attempt assessment,135
ENR0036629,USR007211,CRS042361,2025-11-06,74,2026-05-04,In Progress,92,0.602,Attempt assessment,136
ENR0036630,USR004544,CRS015057,2025-05-20,96,2026-03-22,Completed,57,0.547,Attempt assessment,51
ENR0036631,USR008941,CRS024623,2025-07-14,84,2026-03-21,In Progress,37,0.533,Continue next lesson,75
ENR0036632,USR025277,CRS039051,2026-04-01,72,2026-05-06,In Progress,73,0.555,Take mock interview,55
ENR0036633,USR026059,CRS043312,2025-10-26,27,2026-04-16,In Progress,79,0.726,Revise weak concepts,176
ENR0036634,USR031929,CRS031964,2025-11-05,82,2026-03-16,In Progress,24,0.286,Take mock interview,89
ENR0036635,USR011366,CRS003704,2025-07-24,97,2026-04-22,Completed,46,0.135,Continue next lesson,96
ENR0036636,USR040788,CRS007057,2026-05-08,96,2026-03-29,Completed,42,0.697,Join forum discussion,21
ENR0036637,USR029944,CRS018444,2025-07-20,47,2026-04-26,In Progress,34,0.463,Revise weak concepts,7
ENR0036638,USR009411,CRS029601,2025-05-15,65,2026-04-27,In Progress,15,0.668,Join forum discussion,171
ENR0036639,USR032563,CRS025124,2026-04-30,81,2026-03-24,In Progress,60,0.489,Take mock interview,35
ENR0036640,USR046994,CRS022814,2025-10-31,13,2026-04-17,In Progress,47,0.602,Attempt assessment,10
ENR0036641,USR049604,CRS020694,2025-06-13,72,2026-04-10,In Progress,81,0.376,Revise weak concepts,69
ENR0036642,USR023534,CRS035102,2025-08-28,47,2026-04-14,In Progress,65,0.87,Continue next lesson,107
ENR0036643,USR023043,CRS009753,2025-07-16,27,2026-04-07,In Progress,80,0.757,Continue next lesson,61
ENR0036644,USR046899,CRS022139,2026-03-02,63,2026-04-21,In Progress,11,0.838,Revise weak concepts,31
ENR0036645,USR012281,CRS048578,2025-09-13,25,2026-04-06,In Progress,12,0.739,Continue next lesson,153
ENR0036646,USR017435,CRS014058,2025-08-06,61,2026-03-19,In Progress,11,0.501,Join forum discussion,96
ENR0036647,USR048558,CRS044507,2025-05-25,60,2026-04-26,In Progress,57,0.85,Attempt assessment,0
ENR0036648,USR026048,CRS017554,2026-03-12,49,2026-03-28,In Progress,40,0.571,Revise weak concepts,104
ENR0036649,USR022957,CRS008486,2025-10-18,19,2026-04-15,In Progress,10,0.571,Revise weak concepts,33
ENR0036650,USR029831,CRS030937,2025-08-28,30,2026-04-22,In Progress,39,0.373,Join forum discussion,167
ENR0036651,USR023797,CRS002461,2026-01-29,69,2026-03-21,In Progress,19,0.086,Schedule mentor call,59
ENR0036652,USR046564,CRS047378,2026-02-14,85,2026-04-27,In Progress,95,0.159,Attempt assessment,116
ENR0036653,USR036743,CRS015233,2026-01-04,27,2026-04-18,In Progress,70,0.76,Schedule mentor call,68
ENR0036654,USR005554,CRS020404,2025-05-30,42,2026-04-22,In Progress,54,0.099,Attempt assessment,173
ENR0036655,USR002314,CRS036408,2026-03-28,97,2026-04-22,Completed,45,0.455,Attempt assessment,27
ENR0036656,USR037174,CRS022407,2026-01-05,86,2026-03-15,In Progress,97,0.839,Attempt assessment,80
ENR0036657,USR049172,CRS039824,2026-01-20,94,2026-05-04,In Progress,19,0.841,Attempt assessment,1
ENR0036658,USR028070,CRS002621,2025-06-05,29,2026-05-02,In Progress,50,0.111,Schedule mentor call,79
ENR0036659,USR046597,CRS046112,2026-02-23,71,2026-04-03,In Progress,26,0.051,Join forum discussion,158
ENR0036660,USR035175,CRS024629,2025-08-21,32,2026-04-24,In Progress,79,0.402,Continue next lesson,11
ENR0036661,USR000924,CRS003743,2026-04-25,40,2026-03-27,In Progress,30,0.049,Continue next lesson,17
ENR0036662,USR026754,CRS016398,2025-05-13,88,2026-03-29,In Progress,53,0.267,Join forum discussion,147
ENR0036663,USR030550,CRS022010,2026-02-07,6,2026-05-08,In Progress,28,0.575,Revise weak concepts,37
ENR0036664,USR022600,CRS025431,2025-07-12,80,2026-05-13,In Progress,94,0.504,Continue next lesson,69
ENR0036665,USR046785,CRS046925,2025-07-31,57,2026-03-15,In Progress,32,0.932,Schedule mentor call,118
ENR0036666,USR031555,CRS025069,2025-10-22,97,2026-03-20,Completed,6,0.687,Schedule mentor call,60
ENR0036667,USR025309,CRS019033,2026-02-06,94,2026-05-01,In Progress,38,0.114,Join forum discussion,45
ENR0036668,USR008652,CRS006123,2025-10-25,44,2026-03-21,In Progress,38,0.513,Schedule mentor call,84
ENR0036669,USR033992,CRS041133,2025-06-14,83,2026-03-16,In Progress,79,0.362,Join forum discussion,55
ENR0036670,USR039622,CRS004343,2026-04-02,39,2026-03-20,In Progress,3,0.088,Take mock interview,62
ENR0036671,USR039617,CRS041482,2025-07-09,93,2026-04-18,In Progress,46,0.931,Continue next lesson,92
ENR0036672,USR006509,CRS047804,2025-08-15,37,2026-04-09,In Progress,92,0.37,Continue next lesson,96
ENR0036673,USR049000,CRS026243,2026-04-20,44,2026-04-06,In Progress,28,0.269,Join forum discussion,136
ENR0036674,USR005301,CRS048947,2025-07-12,34,2026-05-02,In Progress,0,0.715,Take mock interview,112
ENR0036675,USR019403,CRS014086,2025-10-21,12,2026-05-08,In Progress,32,0.252,Attempt assessment,31
ENR0036676,USR014689,CRS029250,2026-04-14,28,2026-03-17,In Progress,51,0.822,Take mock interview,108
ENR0036677,USR049552,CRS012173,2025-11-07,7,2026-03-26,In Progress,54,0.635,Revise weak concepts,64
ENR0036678,USR047423,CRS021558,2025-07-06,71,2026-04-11,In Progress,86,0.648,Schedule mentor call,144
ENR0036679,USR045424,CRS017317,2026-01-03,49,2026-05-04,In Progress,92,0.499,Schedule mentor call,141
ENR0036680,USR023815,CRS020730,2025-08-24,2,2026-03-17,In Progress,52,0.638,Schedule mentor call,180
ENR0036681,USR017848,CRS026205,2026-04-25,13,2026-05-07,In Progress,4,0.02,Continue next lesson,146
ENR0036682,USR014726,CRS006166,2025-10-25,22,2026-03-26,In Progress,61,0.232,Schedule mentor call,56
ENR0036683,USR033091,CRS030514,2026-03-01,66,2026-04-25,In Progress,72,0.133,Continue next lesson,26
ENR0036684,USR002673,CRS017886,2025-08-07,7,2026-04-17,In Progress,25,0.462,Schedule mentor call,17
ENR0036685,USR041626,CRS038011,2026-03-16,65,2026-03-25,In Progress,82,0.628,Schedule mentor call,130
ENR0036686,USR038398,CRS048083,2026-01-17,78,2026-03-15,In Progress,77,0.301,Take mock interview,73
ENR0036687,USR018107,CRS001866,2025-10-02,73,2026-04-11,In Progress,82,0.066,Schedule mentor call,14
ENR0036688,USR023619,CRS018722,2026-04-28,77,2026-03-28,In Progress,83,0.453,Continue next lesson,142
ENR0036689,USR031266,CRS044729,2025-08-16,63,2026-04-20,In Progress,84,0.63,Attempt assessment,3
ENR0036690,USR044388,CRS016094,2025-07-09,75,2026-04-11,In Progress,35,0.796,Schedule mentor call,154
ENR0036691,USR042621,CRS012732,2025-07-27,99,2026-05-11,Completed,5,0.94,Revise weak concepts,19
ENR0036692,USR035480,CRS017523,2025-11-19,52,2026-04-01,In Progress,83,0.545,Join forum discussion,15
ENR0036693,USR030787,CRS025507,2025-05-21,42,2026-03-29,In Progress,54,0.615,Attempt assessment,91
ENR0036694,USR010695,CRS041608,2025-09-10,15,2026-05-12,In Progress,35,0.305,Join forum discussion,148
ENR0036695,USR009666,CRS015244,2026-01-09,57,2026-03-21,In Progress,57,0.168,Take mock interview,144
ENR0036696,USR021038,CRS030570,2025-07-05,91,2026-03-16,In Progress,54,0.787,Attempt assessment,132
ENR0036697,USR015120,CRS037082,2026-01-09,59,2026-05-05,In Progress,33,0.213,Attempt assessment,83
ENR0036698,USR030194,CRS045588,2025-07-16,96,2026-03-17,Completed,64,0.567,Take mock interview,166
ENR0036699,USR030640,CRS031401,2026-02-22,17,2026-04-21,In Progress,20,0.257,Revise weak concepts,66
ENR0036700,USR048483,CRS032018,2025-11-17,94,2026-03-31,In Progress,81,0.561,Schedule mentor call,143
ENR0036701,USR041751,CRS044577,2026-04-14,79,2026-05-09,In Progress,20,0.92,Take mock interview,101
ENR0036702,USR024709,CRS013845,2025-09-27,17,2026-04-01,In Progress,27,0.183,Take mock interview,75
ENR0036703,USR044872,CRS028596,2025-12-29,80,2026-04-04,In Progress,83,0.234,Continue next lesson,121
ENR0036704,USR044140,CRS044310,2025-10-05,22,2026-04-02,In Progress,60,0.555,Revise weak concepts,81
ENR0036705,USR000066,CRS024433,2026-05-01,85,2026-04-07,In Progress,11,0.144,Continue next lesson,72
ENR0036706,USR007366,CRS047558,2025-05-14,19,2026-04-05,In Progress,25,0.128,Continue next lesson,142
ENR0036707,USR029927,CRS001314,2026-01-07,29,2026-03-27,In Progress,24,0.326,Continue next lesson,103
ENR0036708,USR010104,CRS045761,2025-09-20,30,2026-04-20,In Progress,72,0.184,Revise weak concepts,139
ENR0036709,USR015016,CRS007238,2025-10-11,46,2026-05-01,In Progress,78,0.845,Take mock interview,130
ENR0036710,USR039812,CRS008511,2025-09-14,61,2026-04-27,In Progress,85,0.388,Attempt assessment,50
ENR0036711,USR049162,CRS013115,2026-03-13,26,2026-03-23,In Progress,44,0.35,Continue next lesson,130
ENR0036712,USR019107,CRS027347,2025-06-16,84,2026-04-08,In Progress,65,0.417,Join forum discussion,93
ENR0036713,USR040651,CRS009066,2025-05-19,70,2026-03-22,In Progress,88,0.297,Schedule mentor call,36
ENR0036714,USR039353,CRS010402,2025-11-12,4,2026-05-04,In Progress,41,0.77,Join forum discussion,80
ENR0036715,USR021992,CRS021697,2026-01-01,95,2026-05-04,Completed,11,0.604,Take mock interview,124
ENR0036716,USR016187,CRS003051,2025-10-09,50,2026-03-19,In Progress,10,0.833,Take mock interview,110
ENR0036717,USR011439,CRS024775,2026-03-11,76,2026-03-23,In Progress,70,0.316,Revise weak concepts,127
ENR0036718,USR037867,CRS002265,2026-02-03,41,2026-04-16,In Progress,12,0.675,Schedule mentor call,91
ENR0036719,USR013084,CRS008518,2025-07-27,60,2026-04-13,In Progress,88,0.669,Take mock interview,72
ENR0036720,USR026256,CRS032028,2025-05-20,82,2026-04-05,In Progress,9,0.081,Take mock interview,89
ENR0036721,USR047606,CRS021885,2025-06-06,76,2026-04-11,In Progress,62,0.42,Revise weak concepts,144
ENR0036722,USR015901,CRS017011,2025-06-21,52,2026-05-10,In Progress,95,0.261,Continue next lesson,123
ENR0036723,USR023542,CRS028895,2025-09-17,76,2026-04-22,In Progress,11,0.556,Take mock interview,154
ENR0036724,USR008313,CRS036307,2026-03-24,28,2026-05-05,In Progress,47,0.12,Revise weak concepts,90
ENR0036725,USR006034,CRS039885,2026-05-09,10,2026-04-02,In Progress,45,0.24,Take mock interview,90
ENR0036726,USR049204,CRS036957,2026-01-20,37,2026-04-10,In Progress,22,0.725,Take mock interview,150
ENR0036727,USR017006,CRS037453,2025-10-23,25,2026-03-21,In Progress,23,0.714,Take mock interview,25
ENR0036728,USR049409,CRS026273,2026-03-27,88,2026-04-08,In Progress,75,0.227,Schedule mentor call,86
ENR0036729,USR005911,CRS004804,2025-10-01,94,2026-04-22,In Progress,93,0.159,Continue next lesson,48
ENR0036730,USR042595,CRS017662,2025-10-13,89,2026-04-18,In Progress,58,0.717,Revise weak concepts,43
ENR0036731,USR026184,CRS001414,2025-06-11,51,2026-03-28,In Progress,78,0.597,Schedule mentor call,19
ENR0036732,USR002416,CRS017202,2025-06-06,66,2026-03-14,In Progress,75,0.069,Join forum discussion,166
ENR0036733,USR012055,CRS029912,2025-06-10,13,2026-05-12,In Progress,21,0.595,Revise weak concepts,99
ENR0036734,USR001671,CRS017857,2025-05-26,34,2026-04-23,In Progress,44,0.644,Attempt assessment,74
ENR0036735,USR022521,CRS046171,2026-05-09,72,2026-03-31,In Progress,61,0.618,Join forum discussion,140
ENR0036736,USR012114,CRS022491,2026-02-13,55,2026-04-02,In Progress,49,0.827,Schedule mentor call,165
ENR0036737,USR012634,CRS015634,2025-07-24,11,2026-03-27,In Progress,3,0.139,Continue next lesson,42
ENR0036738,USR001081,CRS003712,2026-05-11,16,2026-05-01,In Progress,23,0.687,Continue next lesson,30
ENR0036739,USR002843,CRS038431,2026-01-02,6,2026-04-16,In Progress,36,0.459,Take mock interview,68
ENR0036740,USR038497,CRS010302,2025-09-27,92,2026-04-27,In Progress,65,0.36,Take mock interview,0
ENR0036741,USR006334,CRS046114,2026-03-06,59,2026-04-23,In Progress,29,0.439,Join forum discussion,119
ENR0036742,USR027868,CRS012802,2026-01-14,68,2026-04-02,In Progress,64,0.782,Continue next lesson,60
ENR0036743,USR034413,CRS017178,2025-08-29,44,2026-04-10,In Progress,17,0.782,Attempt assessment,108
ENR0036744,USR015179,CRS037136,2025-10-16,38,2026-04-21,In Progress,23,0.806,Join forum discussion,61
ENR0036745,USR044330,CRS025942,2025-11-20,14,2026-03-29,In Progress,38,0.892,Schedule mentor call,68
ENR0036746,USR046737,CRS008212,2025-08-13,33,2026-04-26,In Progress,62,0.194,Revise weak concepts,92
ENR0036747,USR047234,CRS009557,2025-11-21,73,2026-05-12,In Progress,28,0.066,Take mock interview,68
ENR0036748,USR002182,CRS044399,2025-12-02,11,2026-05-12,In Progress,19,0.781,Continue next lesson,94
ENR0036749,USR044460,CRS009861,2025-07-05,100,2026-04-22,Completed,28,0.493,Take mock interview,147
ENR0036750,USR013860,CRS038054,2026-03-21,75,2026-04-23,In Progress,56,0.254,Revise weak concepts,47
ENR0036751,USR011683,CRS037156,2025-06-17,21,2026-03-14,In Progress,55,0.115,Revise weak concepts,126
ENR0036752,USR018240,CRS010114,2025-06-14,20,2026-04-16,In Progress,15,0.736,Continue next lesson,25
ENR0036753,USR035467,CRS007356,2025-08-02,50,2026-03-28,In Progress,78,0.319,Join forum discussion,11
ENR0036754,USR043007,CRS038163,2025-08-31,50,2026-04-28,In Progress,32,0.152,Join forum discussion,87
ENR0036755,USR005490,CRS025471,2026-02-12,24,2026-04-18,In Progress,80,0.236,Continue next lesson,125
ENR0036756,USR040863,CRS041999,2025-08-19,11,2026-03-31,In Progress,32,0.142,Join forum discussion,80
ENR0036757,USR003391,CRS026752,2025-08-27,69,2026-04-17,In Progress,57,0.429,Attempt assessment,107
ENR0036758,USR044205,CRS036766,2025-12-11,95,2026-04-17,Completed,12,0.264,Attempt assessment,176
ENR0036759,USR014623,CRS031804,2026-02-24,4,2026-04-16,In Progress,45,0.676,Join forum discussion,80
ENR0036760,USR047168,CRS015930,2026-04-07,14,2026-05-01,In Progress,10,0.777,Attempt assessment,169
ENR0036761,USR004680,CRS039735,2026-03-20,30,2026-05-01,In Progress,71,0.798,Continue next lesson,87
ENR0036762,USR011457,CRS015197,2026-03-01,25,2026-04-21,In Progress,13,0.728,Continue next lesson,119
ENR0036763,USR005512,CRS004549,2025-06-23,96,2026-04-13,Completed,32,0.888,Schedule mentor call,12
ENR0036764,USR009838,CRS011260,2026-01-27,23,2026-04-18,In Progress,31,0.628,Join forum discussion,126
ENR0036765,USR000825,CRS015919,2025-10-08,18,2026-03-30,In Progress,5,0.151,Revise weak concepts,138
ENR0036766,USR025405,CRS015827,2025-12-15,62,2026-04-18,In Progress,38,0.459,Revise weak concepts,3
ENR0036767,USR041307,CRS006462,2025-05-14,35,2026-05-07,In Progress,81,0.235,Attempt assessment,163
ENR0036768,USR004666,CRS030429,2025-11-28,51,2026-05-11,In Progress,32,0.538,Attempt assessment,83
ENR0036769,USR042052,CRS006633,2025-05-28,65,2026-05-05,In Progress,4,0.385,Attempt assessment,60
ENR0036770,USR007824,CRS045371,2026-01-10,56,2026-03-26,In Progress,57,0.377,Join forum discussion,119
ENR0036771,USR029192,CRS036650,2025-08-03,95,2026-05-08,Completed,73,0.067,Take mock interview,164
ENR0036772,USR048818,CRS024834,2026-04-09,10,2026-03-19,In Progress,4,0.859,Attempt assessment,137
ENR0036773,USR023055,CRS003005,2025-11-06,81,2026-04-03,In Progress,4,0.178,Take mock interview,67
ENR0036774,USR038795,CRS017034,2026-05-10,80,2026-04-20,In Progress,47,0.907,Revise weak concepts,114
ENR0036775,USR023534,CRS030013,2025-06-20,1,2026-04-20,In Progress,21,0.886,Continue next lesson,24
ENR0036776,USR047238,CRS034075,2025-09-02,27,2026-04-28,In Progress,13,0.582,Continue next lesson,55
ENR0036777,USR037961,CRS040647,2026-02-20,53,2026-04-26,In Progress,82,0.486,Attempt assessment,38
ENR0036778,USR003976,CRS039136,2025-08-20,63,2026-03-25,In Progress,89,0.888,Continue next lesson,131
ENR0036779,USR019002,CRS010088,2026-01-29,6,2026-03-18,In Progress,44,0.025,Take mock interview,103
ENR0036780,USR026227,CRS031001,2025-06-29,59,2026-04-14,In Progress,55,0.341,Join forum discussion,23
ENR0036781,USR024387,CRS000429,2025-10-14,63,2026-05-05,In Progress,98,0.675,Attempt assessment,160
ENR0036782,USR040052,CRS007788,2025-06-06,59,2026-03-18,In Progress,24,0.474,Attempt assessment,60
ENR0036783,USR034147,CRS027881,2025-10-15,54,2026-04-19,In Progress,59,0.666,Revise weak concepts,9
ENR0036784,USR039155,CRS009514,2026-03-25,36,2026-05-05,In Progress,55,0.465,Schedule mentor call,6
ENR0036785,USR000315,CRS013503,2025-06-10,20,2026-04-27,In Progress,21,0.841,Join forum discussion,43
ENR0036786,USR010859,CRS043278,2026-03-14,23,2026-03-15,In Progress,87,0.881,Schedule mentor call,58
ENR0036787,USR047461,CRS042373,2025-07-10,2,2026-05-13,In Progress,8,0.928,Take mock interview,89
ENR0036788,USR024592,CRS049820,2025-11-21,34,2026-05-06,In Progress,98,0.74,Attempt assessment,81
ENR0036789,USR040209,CRS007842,2026-02-13,74,2026-04-23,In Progress,57,0.338,Join forum discussion,152
ENR0036790,USR007194,CRS031712,2026-02-20,97,2026-04-10,Completed,49,0.734,Take mock interview,111
ENR0036791,USR028722,CRS031837,2025-05-19,50,2026-03-17,In Progress,26,0.689,Attempt assessment,152
