gamification_id,user_id,xp_points,coins,level,badges_count,current_streak_days,leaderboard_rank_global,mission_completed_count,challenge_win_rate,last_reward_date
GAM0029671,USR029671,2269,2599,5,60,93,29671,67,0.459,2026-04-01
GAM0029672,USR029672,8782,7784,18,50,253,29672,102,0.877,2026-04-17
GAM0029673,USR029673,4081,8833,9,46,1,29673,104,0.489,2026-05-07
GAM0029674,USR029674,24889,9912,50,2,114,29674,190,0.928,2026-04-18
GAM0029675,USR029675,4557,5690,10,26,159,29675,92,0.552,2026-04-19
GAM0029676,USR029676,10127,8985,21,8,122,29676,118,0.682,2026-05-04
GAM0029677,USR029677,15594,5359,32,53,318,29677,113,0.058,2026-04-30
GAM0029678,USR029678,19058,8371,39,42,98,29678,168,0.926,2026-03-30
GAM0029679,USR029679,3566,1522,8,25,258,29679,100,0.785,2026-04-29
GAM0029680,USR029680,4017,4031,9,61,42,29680,97,0.906,2026-04-20
GAM0029681,USR029681,19230,101,39,78,273,29681,97,0.584,2026-04-13
GAM0029682,USR029682,8767,5048,18,7,32,29682,63,0.765,2026-03-18
GAM0029683,USR029683,1622,9439,4,17,77,29683,8,0.074,2026-05-01
GAM0029684,USR029684,24530,4986,50,52,241,29684,80,0.053,2026-04-05
GAM0029685,USR029685,14216,439,29,3,190,29685,109,0.54,2026-05-10
GAM0029686,USR029686,18533,4936,38,23,254,29686,88,0.443,2026-05-04
GAM0029687,USR029687,13145,5591,27,36,251,29687,129,0.578,2026-04-08
GAM0029688,USR029688,14186,9919,29,41,229,29688,55,0.357,2026-03-25
GAM0029689,USR029689,12734,2799,26,14,45,29689,187,0.966,2026-04-27
GAM0029690,USR029690,24588,6787,50,65,57,29690,13,0.737,2026-04-25
GAM0029691,USR029691,13016,6189,27,79,209,29691,9,0.785,2026-04-09
GAM0029692,USR029692,9999,6973,20,49,51,29692,197,0.02,2026-05-03
GAM0029693,USR029693,20240,9839,41,7,304,29693,159,0.837,2026-03-29
GAM0029694,USR029694,21828,6549,44,45,153,29694,120,0.018,2026-04-08
GAM0029695,USR029695,20505,7541,42,0,228,29695,171,0.661,2026-04-07
GAM0029696,USR029696,1336,6740,3,12,349,29696,20,0.301,2026-05-12
GAM0029697,USR029697,13006,4370,27,63,30,29697,198,0.427,2026-04-18
GAM0029698,USR029698,4032,3889,9,62,233,29698,194,0.562,2026-04-14
GAM0029699,USR029699,4081,3233,9,53,194,29699,116,0.561,2026-04-22
GAM0029700,USR029700,6742,2699,14,42,194,29700,16,0.04,2026-03-15
GAM0029701,USR029701,1061,1136,3,8,64,29701,99,0.423,2026-05-12
GAM0029702,USR029702,18730,1387,38,64,68,29702,38,0.987,2026-04-30
GAM0029703,USR029703,11311,5641,23,76,212,29703,106,0.673,2026-04-14
GAM0029704,USR029704,6208,824,13,43,265,29704,163,0.773,2026-04-19
GAM0029705,USR029705,17275,4120,35,18,137,29705,188,0.005,2026-04-28
GAM0029706,USR029706,4689,131,10,40,270,29706,8,0.884,2026-04-04
GAM0029707,USR029707,18929,7765,38,50,114,29707,162,0.149,2026-04-10
GAM0029708,USR029708,12477,4603,25,55,322,29708,123,0.523,2026-03-24
GAM0029709,USR029709,21884,5631,44,8,241,29709,61,0.488,2026-04-05
GAM0029710,USR029710,5212,6007,11,72,140,29710,189,0.881,2026-03-29
GAM0029711,USR029711,4660,4345,10,70,116,29711,117,0.341,2026-04-07
GAM0029712,USR029712,13716,4728,28,11,235,29712,152,0.854,2026-03-27
GAM0029713,USR029713,24239,6124,49,24,153,29713,53,0.938,2026-04-22
GAM0029714,USR029714,20444,6590,41,14,191,29714,189,0.638,2026-04-18
GAM0029715,USR029715,15698,4394,32,37,284,29715,29,0.749,2026-05-03
GAM0029716,USR029716,10103,7747,21,79,170,29716,26,0.185,2026-03-30
GAM0029717,USR029717,1265,9165,3,21,83,29717,5,0.456,2026-05-10
GAM0029718,USR029718,23600,5713,48,46,235,29718,66,0.773,2026-04-05
GAM0029719,USR029719,481,9879,1,38,237,29719,56,0.555,2026-03-21
GAM0029720,USR029720,10546,7336,22,51,342,29720,175,0.344,2026-05-08
GAM0029721,USR029721,16911,9980,34,43,249,29721,71,0.574,2026-04-13
GAM0029722,USR029722,20447,9868,41,20,314,29722,121,0.108,2026-04-20
GAM0029723,USR029723,8505,2214,18,9,45,29723,138,0.296,2026-04-09
GAM0029724,USR029724,5221,6396,11,55,155,29724,45,0.573,2026-04-06
GAM0029725,USR029725,23853,1923,48,12,0,29725,81,0.08,2026-04-28
GAM0029726,USR029726,24597,6915,50,63,255,29726,24,0.574,2026-03-30
GAM0029727,USR029727,24646,9986,50,33,105,29727,144,0.209,2026-04-09
GAM0029728,USR029728,522,568,2,28,14,29728,52,0.488,2026-05-13
GAM0029729,USR029729,19880,1625,40,69,224,29729,193,0.39,2026-04-03
GAM0029730,USR029730,24491,8130,49,44,70,29730,162,0.49,2026-03-17
GAM0029731,USR029731,12348,3594,25,4,199,29731,66,0.572,2026-03-19
GAM0029732,USR029732,12793,2642,26,71,145,29732,77,0.635,2026-05-12
GAM0029733,USR029733,24197,2915,49,13,16,29733,196,0.71,2026-04-26
GAM0029734,USR029734,18577,9925,38,14,353,29734,71,0.037,2026-03-17
GAM0029735,USR029735,24078,2741,49,16,342,29735,77,0.383,2026-05-13
GAM0029736,USR029736,19651,8299,40,21,236,29736,183,0.498,2026-03-23
GAM0029737,USR029737,8838,7006,18,39,38,29737,170,0.294,2026-04-12
GAM0029738,USR029738,23398,3035,47,33,216,29738,136,0.631,2026-04-05
GAM0029739,USR029739,2079,3853,5,2,332,29739,122,0.143,2026-03-18
GAM0029740,USR029740,22040,3227,45,49,107,29740,12,0.066,2026-03-16
GAM0029741,USR029741,22830,717,46,35,81,29741,20,0.656,2026-04-08
GAM0029742,USR029742,17016,4638,35,17,139,29742,62,0.509,2026-04-08
GAM0029743,USR029743,6303,2776,13,56,173,29743,154,0.517,2026-03-29
GAM0029744,USR029744,6730,5504,14,77,305,29744,63,0.162,2026-03-25
GAM0029745,USR029745,1183,9112,3,47,150,29745,119,0.689,2026-05-03
GAM0029746,USR029746,22138,4007,45,6,114,29746,48,0.534,2026-04-01
GAM0029747,USR029747,21216,8662,43,63,294,29747,200,0.835,2026-04-20
GAM0029748,USR029748,24319,6716,49,25,34,29748,74,0.583,2026-04-26
GAM0029749,USR029749,6782,783,14,20,347,29749,177,0.028,2026-05-02
GAM0029750,USR029750,6324,1665,13,18,33,29750,150,0.975,2026-05-11
GAM0029751,USR029751,13713,6789,28,68,361,29751,78,0.352,2026-03-17
GAM0029752,USR029752,4221,2999,9,60,95,29752,93,0.134,2026-04-29
GAM0029753,USR029753,4129,5285,9,19,230,29753,198,0.523,2026-03-14
GAM0029754,USR029754,22516,9212,46,70,202,29754,78,0.855,2026-05-06
GAM0029755,USR029755,8375,2403,17,21,49,29755,110,0.028,2026-04-11
GAM0029756,USR029756,23146,2409,47,19,178,29756,28,0.925,2026-03-17
GAM0029757,USR029757,21655,708,44,74,124,29757,53,0.801,2026-03-18
GAM0029758,USR029758,2301,8151,5,57,311,29758,111,0.533,2026-04-17
GAM0029759,USR029759,14722,5191,30,26,153,29759,66,0.977,2026-04-28
GAM0029760,USR029760,19167,5694,39,18,145,29760,163,0.894,2026-03-16
GAM0029761,USR029761,2506,6361,6,7,310,29761,60,0.651,2026-03-24
GAM0029762,USR029762,18907,6558,38,29,199,29762,76,0.647,2026-04-11
GAM0029763,USR029763,24330,3527,49,33,261,29763,88,0.564,2026-05-07
GAM0029764,USR029764,20527,4666,42,36,321,29764,124,0.17,2026-04-03
GAM0029765,USR029765,20327,780,41,79,128,29765,195,0.503,2026-04-09
GAM0029766,USR029766,10160,3973,21,23,89,29766,53,0.153,2026-05-10
GAM0029767,USR029767,6559,2324,14,46,131,29767,123,0.249,2026-04-15
GAM0029768,USR029768,13915,4951,28,70,225,29768,83,0.39,2026-05-07
GAM0029769,USR029769,6820,7677,14,65,239,29769,124,0.693,2026-03-20
GAM0029770,USR029770,15475,6927,31,26,183,29770,147,0.758,2026-05-08
GAM0029771,USR029771,10523,702,22,44,73,29771,118,0.553,2026-04-18
GAM0029772,USR029772,1138,4084,3,23,180,29772,52,0.397,2026-03-21
GAM0029773,USR029773,14832,2869,30,64,11,29773,2,0.638,2026-03-31
GAM0029774,USR029774,5742,9535,12,38,53,29774,95,0.807,2026-04-29
GAM0029775,USR029775,24608,7282,50,13,240,29775,187,0.266,2026-04-06
GAM0029776,USR029776,15871,9930,32,53,302,29776,26,0.464,2026-03-25
GAM0029777,USR029777,23215,3778,47,76,52,29777,95,0.331,2026-04-01
GAM0029778,USR029778,23871,8436,48,67,75,29778,171,0.711,2026-04-23
GAM0029779,USR029779,13590,659,28,40,204,29779,103,0.494,2026-04-13
GAM0029780,USR029780,23422,6988,47,65,27,29780,179,0.885,2026-04-21
GAM0029781,USR029781,1177,7443,3,42,233,29781,59,0.663,2026-03-29
GAM0029782,USR029782,21525,4156,44,36,288,29782,43,0.96,2026-05-04
GAM0029783,USR029783,10495,484,21,40,173,29783,130,0.019,2026-05-04
GAM0029784,USR029784,6591,3387,14,53,71,29784,4,0.89,2026-03-14
GAM0029785,USR029785,9504,1405,20,72,146,29785,89,0.357,2026-04-09
GAM0029786,USR029786,11413,1295,23,36,140,29786,103,0.719,2026-04-09
GAM0029787,USR029787,6228,417,13,55,14,29787,184,0.875,2026-03-30
GAM0029788,USR029788,12983,2205,26,77,34,29788,39,0.521,2026-03-22
GAM0029789,USR029789,23361,1376,47,49,138,29789,84,0.136,2026-04-09
GAM0029790,USR029790,11525,4058,24,40,285,29790,104,0.688,2026-03-26
GAM0029791,USR029791,17644,898,36,48,313,29791,65,0.168,2026-03-30
GAM0029792,USR029792,5035,6062,11,65,21,29792,130,0.918,2026-04-19
GAM0029793,USR029793,4938,9189,10,56,217,29793,13,0.265,2026-04-02
GAM0029794,USR029794,7270,4566,15,79,193,29794,127,0.653,2026-05-09
GAM0029795,USR029795,3454,8383,7,54,115,29795,68,0.299,2026-04-24
GAM0029796,USR029796,20622,6294,42,54,59,29796,139,0.524,2026-04-13
GAM0029797,USR029797,11824,5179,24,18,181,29797,184,0.102,2026-03-18
GAM0029798,USR029798,3796,1031,8,33,239,29798,140,0.888,2026-04-02
GAM0029799,USR029799,1129,8944,3,65,169,29799,13,0.271,2026-05-13
GAM0029800,USR029800,9237,4912,19,24,297,29800,95,0.405,2026-04-14
GAM0029801,USR029801,4530,4963,10,24,123,29801,73,0.185,2026-03-16
GAM0029802,USR029802,15034,3584,31,32,236,29802,40,0.334,2026-04-26
GAM0029803,USR029803,17327,4019,35,18,74,29803,46,0.693,2026-05-03
GAM0029804,USR029804,20831,7496,42,76,199,29804,195,0.473,2026-04-04
GAM0029805,USR029805,20574,2114,42,65,184,29805,13,0.123,2026-03-15
GAM0029806,USR029806,9141,1328,19,55,143,29806,151,0.858,2026-03-15
GAM0029807,USR029807,10582,7628,22,5,209,29807,188,0.266,2026-04-07
GAM0029808,USR029808,9579,213,20,62,96,29808,89,0.51,2026-04-19
GAM0029809,USR029809,782,1473,2,60,24,29809,12,0.797,2026-04-06
GAM0029810,USR029810,5362,7475,11,72,218,29810,35,0.088,2026-05-10
GAM0029811,USR029811,18787,8235,38,41,340,29811,128,0.594,2026-05-02
GAM0029812,USR029812,18265,1661,37,73,182,29812,168,0.507,2026-05-04
GAM0029813,USR029813,20948,6994,42,21,135,29813,162,0.215,2026-04-22
GAM0029814,USR029814,11222,9262,23,7,264,29814,155,0.686,2026-04-12
GAM0029815,USR029815,16637,5894,34,74,256,29815,130,0.927,2026-04-21
GAM0029816,USR029816,24452,3626,49,6,152,29816,8,0.454,2026-04-11
GAM0029817,USR029817,8058,5156,17,78,17,29817,95,0.219,2026-04-16
GAM0029818,USR029818,4173,7889,9,59,181,29818,70,0.0,2026-05-06
GAM0029819,USR029819,23671,7676,48,58,228,29819,153,0.809,2026-04-20
GAM0029820,USR029820,20596,3600,42,43,201,29820,59,0.051,2026-03-17
GAM0029821,USR029821,17384,2837,35,28,271,29821,155,0.298,2026-04-28
GAM0029822,USR029822,2612,4820,6,33,311,29822,195,0.902,2026-03-25
GAM0029823,USR029823,4978,8481,10,55,351,29823,8,0.04,2026-04-14
GAM0029824,USR029824,1533,1593,4,18,84,29824,75,0.789,2026-05-03
GAM0029825,USR029825,3044,6213,7,33,127,29825,135,0.191,2026-05-13
GAM0029826,USR029826,165,6330,1,16,216,29826,170,0.535,2026-03-26
GAM0029827,USR029827,9996,4388,20,67,338,29827,61,0.969,2026-05-03
GAM0029828,USR029828,23412,587,47,19,104,29828,107,0.766,2026-03-18
GAM0029829,USR029829,18779,4047,38,56,32,29829,40,0.691,2026-05-03
GAM0029830,USR029830,13212,1338,27,2,207,29830,128,0.363,2026-03-28
GAM0029831,USR029831,19467,2490,39,36,216,29831,116,0.426,2026-05-04
GAM0029832,USR029832,11916,5453,24,12,187,29832,112,0.598,2026-05-12
GAM0029833,USR029833,18447,6710,37,6,136,29833,46,0.086,2026-04-19
GAM0029834,USR029834,7653,7770,16,29,54,29834,199,0.745,2026-03-25
GAM0029835,USR029835,15943,6680,32,60,255,29835,95,0.732,2026-03-22
GAM0029836,USR029836,7426,4588,15,1,95,29836,112,0.436,2026-03-20
GAM0029837,USR029837,7131,7977,15,18,190,29837,159,0.952,2026-04-03
GAM0029838,USR029838,10468,661,21,2,96,29838,2,0.147,2026-03-23
GAM0029839,USR029839,4270,8106,9,54,101,29839,162,0.376,2026-05-08
GAM0029840,USR029840,20081,8611,41,29,206,29840,105,0.152,2026-03-26
GAM0029841,USR029841,17252,9920,35,54,151,29841,56,0.738,2026-04-10
GAM0029842,USR029842,13960,9513,28,76,357,29842,99,0.083,2026-04-06
GAM0029843,USR029843,1648,916,4,50,264,29843,11,0.95,2026-04-01
GAM0029844,USR029844,3617,4135,8,75,105,29844,12,0.641,2026-05-06
GAM0029845,USR029845,18795,5313,38,75,341,29845,102,0.121,2026-03-21
GAM0029846,USR029846,13654,9794,28,29,79,29846,48,0.527,2026-05-13
GAM0029847,USR029847,15219,544,31,77,317,29847,174,0.953,2026-04-21
GAM0029848,USR029848,4675,9789,10,43,217,29848,176,0.914,2026-05-02
GAM0029849,USR029849,23594,993,48,17,314,29849,152,0.797,2026-03-23
GAM0029850,USR029850,19071,4203,39,48,36,29850,6,0.857,2026-03-25
GAM0029851,USR029851,24866,1401,50,59,92,29851,86,0.741,2026-03-26
GAM0029852,USR029852,12397,4186,25,4,16,29852,132,0.324,2026-03-15
GAM0029853,USR029853,10953,6451,22,62,32,29853,26,0.056,2026-03-20
GAM0029854,USR029854,1816,4167,4,38,151,29854,15,0.352,2026-04-29
GAM0029855,USR029855,1158,1852,3,43,294,29855,33,0.043,2026-03-17
GAM0029856,USR029856,22855,1026,46,72,241,29856,141,0.352,2026-04-14
GAM0029857,USR029857,21997,8514,44,19,63,29857,77,0.125,2026-03-25
GAM0029858,USR029858,3027,8935,7,13,46,29858,196,0.224,2026-03-18
GAM0029859,USR029859,3869,9324,8,70,82,29859,94,0.632,2026-04-09
GAM0029860,USR029860,20872,2481,42,12,46,29860,188,0.745,2026-05-05
GAM0029861,USR029861,1989,2204,4,46,365,29861,35,0.982,2026-03-14
GAM0029862,USR029862,13956,21,28,75,23,29862,121,0.24,2026-03-23
GAM0029863,USR029863,10833,2837,22,33,250,29863,90,0.586,2026-04-28
GAM0029864,USR029864,6951,1074,14,68,64,29864,197,0.443,2026-05-12
GAM0029865,USR029865,14873,3884,30,12,284,29865,132,0.951,2026-04-23
GAM0029866,USR029866,18371,1399,37,69,319,29866,128,0.735,2026-05-12
GAM0029867,USR029867,2179,2390,5,63,293,29867,12,0.186,2026-04-08
GAM0029868,USR029868,7993,2299,16,0,112,29868,89,0.966,2026-04-21
GAM0029869,USR029869,7420,3167,15,7,65,29869,23,0.883,2026-04-17
GAM0029870,USR029870,19028,6487,39,33,5,29870,144,0.005,2026-04-29
GAM0029871,USR029871,4158,7058,9,58,350,29871,129,0.558,2026-03-19
GAM0029872,USR029872,19027,7156,39,60,169,29872,179,0.299,2026-04-13
GAM0029873,USR029873,7246,8641,15,42,187,29873,72,0.483,2026-03-21
GAM0029874,USR029874,12704,6463,26,65,203,29874,141,0.409,2026-03-22
GAM0029875,USR029875,1415,2605,3,21,99,29875,200,0.534,2026-04-22
GAM0029876,USR029876,20234,8334,41,29,320,29876,87,0.476,2026-04-04
GAM0029877,USR029877,19421,1823,39,69,222,29877,38,0.499,2026-05-07
GAM0029878,USR029878,21384,5850,43,16,341,29878,8,0.444,2026-04-18
GAM0029879,USR029879,16306,5823,33,78,83,29879,114,0.464,2026-03-17
GAM0029880,USR029880,3267,906,7,74,328,29880,138,0.755,2026-04-21
GAM0029881,USR029881,14889,2660,30,29,158,29881,0,0.142,2026-04-21
GAM0029882,USR029882,24300,8907,49,38,97,29882,36,0.302,2026-05-03
GAM0029883,USR029883,20305,2047,41,19,336,29883,138,0.373,2026-05-09
GAM0029884,USR029884,1042,8939,3,48,67,29884,25,0.989,2026-04-19
GAM0029885,USR029885,5783,8087,12,64,343,29885,67,0.761,2026-05-10
GAM0029886,USR029886,364,6889,1,38,223,29886,150,0.59,2026-04-22
GAM0029887,USR029887,16410,9620,33,65,136,29887,121,0.712,2026-03-15
GAM0029888,USR029888,11761,2728,24,0,172,29888,122,0.867,2026-05-06
GAM0029889,USR029889,4934,231,10,78,242,29889,59,0.479,2026-04-03
GAM0029890,USR029890,17716,4754,36,64,291,29890,200,0.643,2026-04-12
GAM0029891,USR029891,6036,500,13,15,222,29891,16,0.865,2026-03-22
GAM0029892,USR029892,24962,5254,50,30,227,29892,69,0.956,2026-03-23
GAM0029893,USR029893,14183,8526,29,71,131,29893,30,0.932,2026-05-13
GAM0029894,USR029894,13152,7490,27,35,252,29894,34,0.148,2026-04-19
GAM0029895,USR029895,38,3958,1,44,280,29895,170,0.949,2026-03-19
GAM0029896,USR029896,7171,5140,15,80,16,29896,30,0.209,2026-05-02
GAM0029897,USR029897,1311,5706,3,5,298,29897,118,0.608,2026-04-25
GAM0029898,USR029898,12670,2501,26,13,220,29898,44,0.734,2026-03-16
GAM0029899,USR029899,1852,7789,4,52,107,29899,179,0.321,2026-03-31
GAM0029900,USR029900,363,2416,1,69,31,29900,189,0.875,2026-03-23
GAM0029901,USR029901,1494,7988,3,76,81,29901,133,0.1,2026-04-29
GAM0029902,USR029902,3390,16,7,52,276,29902,71,0.797,2026-04-14
GAM0029903,USR029903,15414,8176,31,38,35,29903,126,0.651,2026-05-05
GAM0029904,USR029904,7922,5600,16,18,173,29904,198,0.354,2026-03-15
GAM0029905,USR029905,7381,4965,15,71,28,29905,180,0.736,2026-05-05
GAM0029906,USR029906,6353,8339,13,2,114,29906,105,0.627,2026-03-30
GAM0029907,USR029907,22012,4019,45,50,258,29907,26,0.407,2026-04-28
GAM0029908,USR029908,7943,4463,16,65,141,29908,162,0.936,2026-03-23
GAM0029909,USR029909,13670,9374,28,56,147,29909,162,0.84,2026-03-21
GAM0029910,USR029910,16930,873,34,23,285,29910,62,0.527,2026-04-14
GAM0029911,USR029911,4605,3862,10,52,201,29911,28,0.34,2026-04-13
GAM0029912,USR029912,4793,7737,10,74,256,29912,2,0.16,2026-04-11
GAM0029913,USR029913,11985,5272,24,17,351,29913,167,0.203,2026-03-25
GAM0029914,USR029914,9716,2017,20,40,348,29914,135,0.115,2026-03-31
GAM0029915,USR029915,12659,189,26,21,56,29915,198,0.729,2026-05-07
GAM0029916,USR029916,22665,1446,46,60,116,29916,86,0.157,2026-03-17
GAM0029917,USR029917,17661,9025,36,35,26,29917,192,0.966,2026-04-12
GAM0029918,USR029918,21285,6667,43,76,136,29918,79,0.347,2026-03-25
GAM0029919,USR029919,8251,1764,17,57,45,29919,72,0.491,2026-04-05
GAM0029920,USR029920,20971,7348,42,60,80,29920,127,0.516,2026-04-30
GAM0029921,USR029921,19818,2794,40,26,241,29921,165,0.868,2026-03-17
GAM0029922,USR029922,8313,8305,17,76,261,29922,141,0.635,2026-04-05
GAM0029923,USR029923,4280,760,9,13,95,29923,170,0.022,2026-03-29
GAM0029924,USR029924,12927,7330,26,7,302,29924,157,0.331,2026-04-21
GAM0029925,USR029925,9970,6218,20,61,206,29925,144,0.68,2026-03-16
GAM0029926,USR029926,13540,9773,28,2,27,29926,193,0.798,2026-03-26
GAM0029927,USR029927,615,6693,2,72,45,29927,135,0.649,2026-03-22
GAM0029928,USR029928,13395,5583,27,7,323,29928,156,0.506,2026-03-18
GAM0029929,USR029929,18346,2448,37,10,259,29929,17,0.208,2026-03-15
GAM0029930,USR029930,6965,5513,14,32,281,29930,19,0.824,2026-04-05
GAM0029931,USR029931,23777,7073,48,24,356,29931,94,0.77,2026-04-12
GAM0029932,USR029932,14056,1406,29,29,37,29932,13,0.407,2026-03-28
GAM0029933,USR029933,13771,5061,28,47,42,29933,167,0.061,2026-05-11
GAM0029934,USR029934,16790,2960,34,51,310,29934,68,0.247,2026-04-08
GAM0029935,USR029935,8708,9590,18,43,56,29935,103,0.854,2026-05-04
GAM0029936,USR029936,7035,8071,15,40,286,29936,69,0.504,2026-03-31
GAM0029937,USR029937,17754,4058,36,66,137,29937,55,0.75,2026-04-12
GAM0029938,USR029938,15362,212,31,35,25,29938,162,0.483,2026-05-03
GAM0029939,USR029939,19020,3120,39,33,280,29939,102,0.488,2026-05-11
GAM0029940,USR029940,20426,3883,41,68,298,29940,156,0.628,2026-04-04
GAM0029941,USR029941,426,1732,1,15,316,29941,90,0.879,2026-05-13
GAM0029942,USR029942,21430,8759,43,46,331,29942,127,0.913,2026-03-19
GAM0029943,USR029943,14241,6187,29,62,325,29943,51,0.973,2026-04-18
GAM0029944,USR029944,11628,9998,24,54,207,29944,199,0.338,2026-05-12
GAM0029945,USR029945,6825,873,14,28,30,29945,79,0.029,2026-04-04
GAM0029946,USR029946,6567,7976,14,56,286,29946,110,0.841,2026-04-18
GAM0029947,USR029947,13896,9928,28,42,18,29947,141,0.514,2026-04-12
GAM0029948,USR029948,18808,3226,38,74,36,29948,27,0.799,2026-03-26
GAM0029949,USR029949,7690,3431,16,9,7,29949,1,0.927,2026-05-01
GAM0029950,USR029950,2908,9302,6,79,223,29950,197,0.501,2026-04-12
GAM0029951,USR029951,22595,1468,46,48,346,29951,33,0.007,2026-05-06
GAM0029952,USR029952,183,8267,1,71,92,29952,36,0.125,2026-05-01
GAM0029953,USR029953,15186,8530,31,29,208,29953,178,0.88,2026-03-26
GAM0029954,USR029954,4858,5070,10,53,255,29954,138,0.265,2026-04-19
GAM0029955,USR029955,5933,9561,12,66,90,29955,118,0.981,2026-03-19
GAM0029956,USR029956,7200,4529,15,57,60,29956,19,0.133,2026-05-09
GAM0029957,USR029957,3637,2132,8,2,312,29957,7,0.138,2026-04-01
GAM0029958,USR029958,22082,6246,45,33,261,29958,7,0.575,2026-04-15
GAM0029959,USR029959,7338,3128,15,2,235,29959,91,0.142,2026-05-05
GAM0029960,USR029960,17277,908,35,17,48,29960,26,0.261,2026-04-23
GAM0029961,USR029961,16465,1261,33,66,129,29961,170,0.842,2026-04-03
GAM0029962,USR029962,17128,3303,35,62,149,29962,42,0.596,2026-04-06
GAM0029963,USR029963,21438,5902,43,58,79,29963,2,0.087,2026-05-10
GAM0029964,USR029964,20271,3837,41,14,305,29964,166,0.511,2026-03-25
GAM0029965,USR029965,14080,977,29,62,20,29965,8,0.231,2026-03-21
GAM0029966,USR029966,4274,1449,9,49,313,29966,169,0.94,2026-04-15
GAM0029967,USR029967,23808,6058,48,61,329,29967,97,0.222,2026-04-13
GAM0029968,USR029968,2798,6788,6,38,262,29968,105,0.318,2026-03-21
GAM0029969,USR029969,92,9860,1,3,28,29969,67,0.156,2026-04-16
GAM0029970,USR029970,19048,8571,39,29,360,29970,145,0.79,2026-03-29
GAM0029971,USR029971,10931,9121,22,2,32,29971,196,0.685,2026-03-29
GAM0029972,USR029972,19063,138,39,55,147,29972,165,0.144,2026-03-18
GAM0029973,USR029973,21515,9003,44,53,293,29973,38,0.051,2026-04-06
GAM0029974,USR029974,21486,4494,43,73,295,29974,126,0.584,2026-04-22
GAM0029975,USR029975,1743,1233,4,58,291,29975,200,0.921,2026-03-31
GAM0029976,USR029976,5858,8091,12,20,1,29976,156,0.889,2026-03-18
GAM0029977,USR029977,9461,3895,19,35,256,29977,154,0.264,2026-03-15
GAM0029978,USR029978,2700,1176,6,37,253,29978,59,0.899,2026-04-20
GAM0029979,USR029979,5365,6362,11,42,95,29979,80,0.365,2026-03-16
GAM0029980,USR029980,21791,5126,44,2,38,29980,185,0.896,2026-04-14
GAM0029981,USR029981,15126,9573,31,41,231,29981,144,0.935,2026-04-15
GAM0029982,USR029982,20306,4924,41,37,37,29982,155,0.011,2026-05-12
GAM0029983,USR029983,5752,7684,12,44,47,29983,74,0.439,2026-04-13
GAM0029984,USR029984,13921,9325,28,55,120,29984,129,0.994,2026-03-17
GAM0029985,USR029985,8239,9555,17,39,23,29985,120,0.601,2026-04-17
GAM0029986,USR029986,21460,855,43,33,161,29986,175,0.804,2026-04-17
GAM0029987,USR029987,24420,9831,49,23,230,29987,53,0.093,2026-04-20
GAM0029988,USR029988,6645,6407,14,15,174,29988,99,0.097,2026-05-02
GAM0029989,USR029989,23126,1770,47,56,293,29989,196,0.674,2026-04-16
GAM0029990,USR029990,24328,9722,49,60,66,29990,169,0.096,2026-04-03
GAM0029991,USR029991,5899,8718,12,9,74,29991,109,0.616,2026-04-16
GAM0029992,USR029992,13226,5393,27,73,87,29992,62,0.56,2026-04-02
GAM0029993,USR029993,21463,6463,43,21,94,29993,55,0.105,2026-04-18
GAM0029994,USR029994,1160,8875,3,7,326,29994,101,0.357,2026-03-28
GAM0029995,USR029995,12292,6964,25,7,72,29995,187,0.459,2026-03-16
GAM0029996,USR029996,1077,9010,3,2,64,29996,49,0.797,2026-04-11
GAM0029997,USR029997,8563,6578,18,28,273,29997,170,0.284,2026-05-11
GAM0029998,USR029998,21921,1948,44,25,130,29998,113,0.147,2026-04-20
GAM0029999,USR029999,3664,3187,8,45,362,29999,18,0.824,2026-05-12
GAM0030000,USR030000,22406,8939,45,17,149,30000,74,0.459,2026-04-11
GAM0030001,USR030001,3658,1106,8,63,86,30001,194,0.412,2026-04-18
GAM0030002,USR030002,16807,6982,34,8,167,30002,20,0.565,2026-04-28
GAM0030003,USR030003,24433,9050,49,57,287,30003,11,0.417,2026-05-06
GAM0030004,USR030004,9273,9056,19,32,305,30004,52,0.482,2026-03-21
GAM0030005,USR030005,12255,1500,25,3,132,30005,50,0.729,2026-04-05
GAM0030006,USR030006,13974,8123,28,21,0,30006,110,0.933,2026-05-11
GAM0030007,USR030007,6385,7782,13,12,65,30007,73,0.86,2026-03-26
GAM0030008,USR030008,2899,4600,6,18,118,30008,83,0.033,2026-05-06
GAM0030009,USR030009,8450,4258,17,47,4,30009,181,0.207,2026-05-07
GAM0030010,USR030010,15800,8417,32,40,49,30010,74,0.901,2026-05-05
GAM0030011,USR030011,11776,6454,24,74,48,30011,10,0.186,2026-04-29
GAM0030012,USR030012,4614,4205,10,8,347,30012,10,0.227,2026-04-12
GAM0030013,USR030013,1820,7129,4,29,135,30013,101,0.588,2026-04-19
GAM0030014,USR030014,606,5514,2,73,27,30014,116,0.731,2026-04-02
GAM0030015,USR030015,772,8292,2,48,171,30015,146,0.57,2026-04-12
GAM0030016,USR030016,8841,9809,18,13,82,30016,4,0.25,2026-04-29
GAM0030017,USR030017,5699,2700,12,29,103,30017,184,0.146,2026-03-31
GAM0030018,USR030018,20617,7196,42,34,29,30018,40,0.825,2026-04-19
GAM0030019,USR030019,3128,6508,7,31,157,30019,197,0.808,2026-04-08
