skill_id,skill_name,domain,skill_level,description,market_demand_score,ai_recommendation_weight
SKL00430,Full Stack Skill 430,Full Stack,Advanced,"Competency in Full Stack Skill 430 for practical, enterprise-ready outcomes.",95,0.529
SKL00431,Quality Management Skill 431,Quality Management,Advanced,"Competency in Quality Management Skill 431 for practical, enterprise-ready outcomes.",75,0.5
SKL00432,HR Skill 432,HR,Intermediate,"Competency in HR Skill 432 for practical, enterprise-ready outcomes.",77,0.638
SKL00433,Governance Skill 433,Governance,Expert,"Competency in Governance Skill 433 for practical, enterprise-ready outcomes.",73,0.676
SKL00434,Healthcare Skill 434,Healthcare,Advanced,"Competency in Healthcare Skill 434 for practical, enterprise-ready outcomes.",98,0.412
SKL00435,Healthcare Skill 435,Healthcare,Intermediate,"Competency in Healthcare Skill 435 for practical, enterprise-ready outcomes.",91,0.181
SKL00436,Digital Marketing Skill 436,Digital Marketing,Advanced,"Competency in Digital Marketing Skill 436 for practical, enterprise-ready outcomes.",66,0.334
SKL00437,Digital Marketing Skill 437,Digital Marketing,Beginner,"Competency in Digital Marketing Skill 437 for practical, enterprise-ready outcomes.",40,0.571
SKL00438,Sales Skill 438,Sales,Intermediate,"Competency in Sales Skill 438 for practical, enterprise-ready outcomes.",62,0.358
SKL00439,Healthcare Skill 439,Healthcare,Beginner,"Competency in Healthcare Skill 439 for practical, enterprise-ready outcomes.",84,0.93
SKL00440,Sales Skill 440,Sales,Expert,"Competency in Sales Skill 440 for practical, enterprise-ready outcomes.",59,0.108
SKL00441,Leadership Skill 441,Leadership,Advanced,"Competency in Leadership Skill 441 for practical, enterprise-ready outcomes.",78,0.308
SKL00442,AI Skill 442,AI,Advanced,"Competency in AI Skill 442 for practical, enterprise-ready outcomes.",52,0.471
SKL00443,Healthcare Skill 443,Healthcare,Expert,"Competency in Healthcare Skill 443 for practical, enterprise-ready outcomes.",65,0.325
SKL00444,HR Skill 444,HR,Expert,"Competency in HR Skill 444 for practical, enterprise-ready outcomes.",93,0.441
SKL00445,Digital Marketing Skill 445,Digital Marketing,Beginner,"Competency in Digital Marketing Skill 445 for practical, enterprise-ready outcomes.",67,0.663
SKL00446,Healthcare Skill 446,Healthcare,Advanced,"Competency in Healthcare Skill 446 for practical, enterprise-ready outcomes.",58,0.684
SKL00447,Healthcare Skill 447,Healthcare,Advanced,"Competency in Healthcare Skill 447 for practical, enterprise-ready outcomes.",66,0.269
SKL00448,Data Science Skill 448,Data Science,Intermediate,"Competency in Data Science Skill 448 for practical, enterprise-ready outcomes.",48,0.361
SKL00449,Governance Skill 449,Governance,Expert,"Competency in Governance Skill 449 for practical, enterprise-ready outcomes.",79,0.507
SKL00450,HR Skill 450,HR,Expert,"Competency in HR Skill 450 for practical, enterprise-ready outcomes.",52,0.389
SKL00451,Cloud Skill 451,Cloud,Beginner,"Competency in Cloud Skill 451 for practical, enterprise-ready outcomes.",74,0.12
SKL00452,Data Science Skill 452,Data Science,Advanced,"Competency in Data Science Skill 452 for practical, enterprise-ready outcomes.",57,0.213
SKL00453,Finance Skill 453,Finance,Beginner,"Competency in Finance Skill 453 for practical, enterprise-ready outcomes.",54,0.181
SKL00454,AI Skill 454,AI,Expert,"Competency in AI Skill 454 for practical, enterprise-ready outcomes.",53,0.408
SKL00455,Digital Marketing Skill 455,Digital Marketing,Expert,"Competency in Digital Marketing Skill 455 for practical, enterprise-ready outcomes.",63,0.517
SKL00456,Sales Skill 456,Sales,Beginner,"Competency in Sales Skill 456 for practical, enterprise-ready outcomes.",61,0.172
SKL00457,Sales Skill 457,Sales,Intermediate,"Competency in Sales Skill 457 for practical, enterprise-ready outcomes.",43,0.34
SKL00458,Leadership Skill 458,Leadership,Beginner,"Competency in Leadership Skill 458 for practical, enterprise-ready outcomes.",74,0.523
SKL00459,Cybersecurity Skill 459,Cybersecurity,Advanced,"Competency in Cybersecurity Skill 459 for practical, enterprise-ready outcomes.",92,0.443
SKL00460,AI Skill 460,AI,Beginner,"Competency in AI Skill 460 for practical, enterprise-ready outcomes.",89,0.743
SKL00461,Leadership Skill 461,Leadership,Expert,"Competency in Leadership Skill 461 for practical, enterprise-ready outcomes.",55,0.764
SKL00462,AI Skill 462,AI,Intermediate,"Competency in AI Skill 462 for practical, enterprise-ready outcomes.",69,0.762
SKL00463,Data Science Skill 463,Data Science,Intermediate,"Competency in Data Science Skill 463 for practical, enterprise-ready outcomes.",70,0.45
SKL00464,Digital Marketing Skill 464,Digital Marketing,Advanced,"Competency in Digital Marketing Skill 464 for practical, enterprise-ready outcomes.",50,0.666
SKL00465,AI Skill 465,AI,Beginner,"Competency in AI Skill 465 for practical, enterprise-ready outcomes.",56,0.533
SKL00466,Digital Marketing Skill 466,Digital Marketing,Intermediate,"Competency in Digital Marketing Skill 466 for practical, enterprise-ready outcomes.",63,0.899
SKL00467,Quality Management Skill 467,Quality Management,Intermediate,"Competency in Quality Management Skill 467 for practical, enterprise-ready outcomes.",47,0.312
SKL00468,Leadership Skill 468,Leadership,Advanced,"Competency in Leadership Skill 468 for practical, enterprise-ready outcomes.",40,0.251
SKL00469,Digital Marketing Skill 469,Digital Marketing,Beginner,"Competency in Digital Marketing Skill 469 for practical, enterprise-ready outcomes.",65,0.81
SKL00470,AI Skill 470,AI,Beginner,"Competency in AI Skill 470 for practical, enterprise-ready outcomes.",77,0.805
SKL00471,Finance Skill 471,Finance,Intermediate,"Competency in Finance Skill 471 for practical, enterprise-ready outcomes.",63,0.794
SKL00472,Cybersecurity Skill 472,Cybersecurity,Intermediate,"Competency in Cybersecurity Skill 472 for practical, enterprise-ready outcomes.",71,0.182
SKL00473,Manufacturing Skill 473,Manufacturing,Advanced,"Competency in Manufacturing Skill 473 for practical, enterprise-ready outcomes.",99,0.973
SKL00474,Sales Skill 474,Sales,Beginner,"Competency in Sales Skill 474 for practical, enterprise-ready outcomes.",43,0.42
SKL00475,Cloud Skill 475,Cloud,Beginner,"Competency in Cloud Skill 475 for practical, enterprise-ready outcomes.",48,0.539
SKL00476,Full Stack Skill 476,Full Stack,Advanced,"Competency in Full Stack Skill 476 for practical, enterprise-ready outcomes.",91,0.903
SKL00477,HR Skill 477,HR,Intermediate,"Competency in HR Skill 477 for practical, enterprise-ready outcomes.",41,0.72
SKL00478,Full Stack Skill 478,Full Stack,Intermediate,"Competency in Full Stack Skill 478 for practical, enterprise-ready outcomes.",56,0.909
SKL00479,Finance Skill 479,Finance,Expert,"Competency in Finance Skill 479 for practical, enterprise-ready outcomes.",75,0.365
SKL00480,HR Skill 480,HR,Expert,"Competency in HR Skill 480 for practical, enterprise-ready outcomes.",52,0.61
SKL00481,Healthcare Skill 481,Healthcare,Advanced,"Competency in Healthcare Skill 481 for practical, enterprise-ready outcomes.",60,0.759
SKL00482,Digital Marketing Skill 482,Digital Marketing,Intermediate,"Competency in Digital Marketing Skill 482 for practical, enterprise-ready outcomes.",44,0.578
SKL00483,Finance Skill 483,Finance,Advanced,"Competency in Finance Skill 483 for practical, enterprise-ready outcomes.",92,0.337
SKL00484,Full Stack Skill 484,Full Stack,Expert,"Competency in Full Stack Skill 484 for practical, enterprise-ready outcomes.",40,0.798
SKL00485,Healthcare Skill 485,Healthcare,Expert,"Competency in Healthcare Skill 485 for practical, enterprise-ready outcomes.",86,0.267
SKL00486,AI Skill 486,AI,Advanced,"Competency in AI Skill 486 for practical, enterprise-ready outcomes.",89,0.658
SKL00487,Full Stack Skill 487,Full Stack,Beginner,"Competency in Full Stack Skill 487 for practical, enterprise-ready outcomes.",82,0.97
SKL00488,Quality Management Skill 488,Quality Management,Expert,"Competency in Quality Management Skill 488 for practical, enterprise-ready outcomes.",52,0.572
SKL00489,Finance Skill 489,Finance,Intermediate,"Competency in Finance Skill 489 for practical, enterprise-ready outcomes.",79,0.355
SKL00490,Leadership Skill 490,Leadership,Advanced,"Competency in Leadership Skill 490 for practical, enterprise-ready outcomes.",47,0.187
SKL00491,Governance Skill 491,Governance,Beginner,"Competency in Governance Skill 491 for practical, enterprise-ready outcomes.",42,0.852
SKL00492,Cloud Skill 492,Cloud,Intermediate,"Competency in Cloud Skill 492 for practical, enterprise-ready outcomes.",95,0.128
SKL00493,Data Science Skill 493,Data Science,Expert,"Competency in Data Science Skill 493 for practical, enterprise-ready outcomes.",52,0.189
SKL00494,Manufacturing Skill 494,Manufacturing,Expert,"Competency in Manufacturing Skill 494 for practical, enterprise-ready outcomes.",82,0.541
SKL00495,Manufacturing Skill 495,Manufacturing,Advanced,"Competency in Manufacturing Skill 495 for practical, enterprise-ready outcomes.",43,0.43
SKL00496,Manufacturing Skill 496,Manufacturing,Beginner,"Competency in Manufacturing Skill 496 for practical, enterprise-ready outcomes.",40,0.937
SKL00497,Cybersecurity Skill 497,Cybersecurity,Expert,"Competency in Cybersecurity Skill 497 for practical, enterprise-ready outcomes.",99,0.901
SKL00498,Data Science Skill 498,Data Science,Expert,"Competency in Data Science Skill 498 for practical, enterprise-ready outcomes.",91,0.675
SKL00499,Full Stack Skill 499,Full Stack,Expert,"Competency in Full Stack Skill 499 for practical, enterprise-ready outcomes.",92,0.432
SKL00500,HR Skill 500,HR,Beginner,"Competency in HR Skill 500 for practical, enterprise-ready outcomes.",92,0.655
