batch_id,enterprise_id,course_id,batch_name,trainer_id,start_date,end_date,delivery_mode,participant_count,attendance_avg_pct,completion_avg_pct,training_roi_score,status
BAT002028,ENT00450,CRS028137,Corporate Training Batch 2028,USR021658,2026-02-09,2026-05-10,Hybrid,471,78,54,35,On Hold
BAT002029,ENT00337,CRS014314,Corporate Training Batch 2029,USR032168,2026-02-15,2026-03-01,Hybrid,489,72,32,31,Planned
BAT002030,ENT00437,CRS011083,Corporate Training Batch 2030,USR023455,2026-04-22,2026-06-06,Offline,467,95,87,52,Completed
BAT002031,ENT00420,CRS043084,Corporate Training Batch 2031,USR005321,2025-12-24,2025-12-31,Hybrid,328,73,42,46,Completed
BAT002032,ENT00457,CRS020840,Corporate Training Batch 2032,USR029135,2026-03-29,2026-04-12,Online,201,60,25,50,Planned
BAT002033,ENT00406,CRS041778,Corporate Training Batch 2033,USR031915,2026-05-08,2026-06-07,Offline,127,60,78,88,Planned
BAT002034,ENT00321,CRS034753,Corporate Training Batch 2034,USR009036,2026-01-20,2026-02-03,Hybrid,258,90,73,49,Running
BAT002035,ENT00235,CRS015913,Corporate Training Batch 2035,USR037190,2026-04-05,2026-06-04,Online,240,77,21,98,Completed
BAT002036,ENT00096,CRS043527,Corporate Training Batch 2036,USR003469,2026-03-04,2026-06-02,Online,419,65,55,74,On Hold
BAT002037,ENT00421,CRS010059,Corporate Training Batch 2037,USR015565,2026-02-15,2026-04-01,Online,381,88,64,90,Planned
BAT002038,ENT00404,CRS045055,Corporate Training Batch 2038,USR049942,2026-03-04,2026-05-03,Offline,431,80,66,58,Completed
BAT002039,ENT00014,CRS014502,Corporate Training Batch 2039,USR002412,2026-02-02,2026-02-16,Online,166,84,69,53,Running
BAT002040,ENT00162,CRS001194,Corporate Training Batch 2040,USR028733,2026-05-06,2026-05-13,Hybrid,96,86,65,29,Running
BAT002041,ENT00465,CRS006288,Corporate Training Batch 2041,USR012585,2026-02-02,2026-03-04,Hybrid,472,100,53,37,Running
BAT002042,ENT00320,CRS028008,Corporate Training Batch 2042,USR004312,2025-12-21,2026-02-19,Hybrid,373,81,97,33,Planned
BAT002043,ENT00081,CRS037991,Corporate Training Batch 2043,USR010667,2026-03-06,2026-03-20,Hybrid,40,90,80,81,Completed
BAT002044,ENT00446,CRS044852,Corporate Training Batch 2044,USR021617,2026-04-17,2026-05-01,Online,386,81,43,78,Completed
BAT002045,ENT00162,CRS044673,Corporate Training Batch 2045,USR000646,2025-11-29,2026-02-27,Online,485,90,59,60,Planned
BAT002046,ENT00381,CRS036979,Corporate Training Batch 2046,USR020431,2026-04-03,2026-07-02,Offline,243,59,25,58,On Hold
BAT002047,ENT00228,CRS012251,Corporate Training Batch 2047,USR035713,2026-04-11,2026-05-11,Online,65,76,99,69,Completed
BAT002048,ENT00212,CRS012322,Corporate Training Batch 2048,USR031778,2026-05-08,2026-05-22,Hybrid,93,98,78,54,Running
BAT002049,ENT00158,CRS025286,Corporate Training Batch 2049,USR009743,2025-12-23,2026-02-06,Online,292,65,93,83,Running
BAT002050,ENT00410,CRS005188,Corporate Training Batch 2050,USR037953,2026-04-27,2026-06-26,Online,236,65,93,87,Completed
BAT002051,ENT00283,CRS014461,Corporate Training Batch 2051,USR014663,2026-01-03,2026-02-02,Offline,167,77,63,55,On Hold
BAT002052,ENT00119,CRS014507,Corporate Training Batch 2052,USR005767,2026-03-10,2026-06-08,Hybrid,407,99,49,50,On Hold
BAT002053,ENT00035,CRS014468,Corporate Training Batch 2053,USR029226,2026-02-05,2026-04-06,Online,389,79,90,84,Planned
BAT002054,ENT00158,CRS025954,Corporate Training Batch 2054,USR005153,2025-12-27,2026-01-26,Online,310,80,73,77,Planned
BAT002055,ENT00037,CRS022733,Corporate Training Batch 2055,USR015196,2026-03-02,2026-04-16,Offline,379,55,74,39,Planned
BAT002056,ENT00062,CRS036295,Corporate Training Batch 2056,USR025742,2026-03-20,2026-04-03,Hybrid,191,98,96,44,Planned
BAT002057,ENT00362,CRS033134,Corporate Training Batch 2057,USR000387,2025-12-28,2026-03-28,Hybrid,418,74,20,82,On Hold
BAT002058,ENT00097,CRS032348,Corporate Training Batch 2058,USR000998,2025-12-21,2026-01-04,Hybrid,261,78,98,56,Running
BAT002059,ENT00466,CRS045673,Corporate Training Batch 2059,USR007042,2026-04-06,2026-07-05,Hybrid,417,90,100,60,Planned
BAT002060,ENT00348,CRS014649,Corporate Training Batch 2060,USR012068,2026-03-15,2026-06-13,Online,305,74,61,79,Planned
BAT002061,ENT00284,CRS000965,Corporate Training Batch 2061,USR005014,2026-03-12,2026-04-26,Offline,225,72,63,99,Planned
BAT002062,ENT00204,CRS039750,Corporate Training Batch 2062,USR037529,2026-04-09,2026-07-08,Online,31,70,52,52,Planned
BAT002063,ENT00342,CRS023502,Corporate Training Batch 2063,USR037036,2026-01-07,2026-01-14,Online,276,97,79,44,Running
BAT002064,ENT00183,CRS041066,Corporate Training Batch 2064,USR023678,2025-12-25,2026-01-01,Hybrid,236,65,87,69,Running
BAT002065,ENT00037,CRS037859,Corporate Training Batch 2065,USR000316,2026-02-01,2026-04-02,Hybrid,82,60,85,21,Planned
BAT002066,ENT00150,CRS042173,Corporate Training Batch 2066,USR000073,2026-04-20,2026-06-04,Hybrid,10,87,96,79,Planned
BAT002067,ENT00059,CRS018741,Corporate Training Batch 2067,USR014563,2026-03-05,2026-03-12,Offline,469,88,83,70,Planned
BAT002068,ENT00457,CRS042264,Corporate Training Batch 2068,USR008353,2026-02-05,2026-02-19,Online,81,80,54,41,Completed
BAT002069,ENT00128,CRS005372,Corporate Training Batch 2069,USR015946,2025-12-08,2025-12-22,Online,449,79,26,54,Planned
BAT002070,ENT00045,CRS042606,Corporate Training Batch 2070,USR031484,2026-05-10,2026-06-09,Hybrid,229,97,26,80,Running
BAT002071,ENT00432,CRS001862,Corporate Training Batch 2071,USR007476,2026-04-30,2026-07-29,Online,396,97,93,66,On Hold
BAT002072,ENT00387,CRS042410,Corporate Training Batch 2072,USR043031,2026-04-04,2026-04-18,Offline,499,99,29,62,Completed
BAT002073,ENT00145,CRS037862,Corporate Training Batch 2073,USR012834,2026-04-14,2026-07-13,Offline,62,93,51,39,Planned
BAT002074,ENT00185,CRS024420,Corporate Training Batch 2074,USR014815,2026-05-11,2026-06-10,Offline,333,57,94,69,Completed
BAT002075,ENT00281,CRS039520,Corporate Training Batch 2075,USR037303,2026-02-22,2026-03-08,Hybrid,444,65,32,40,On Hold
BAT002076,ENT00361,CRS036912,Corporate Training Batch 2076,USR003009,2026-04-28,2026-05-12,Offline,85,73,53,91,On Hold
BAT002077,ENT00114,CRS002504,Corporate Training Batch 2077,USR048780,2026-03-21,2026-04-04,Online,325,78,37,57,Completed
BAT002078,ENT00348,CRS007070,Corporate Training Batch 2078,USR028443,2026-02-01,2026-04-02,Offline,310,86,79,35,Running
BAT002079,ENT00170,CRS025406,Corporate Training Batch 2079,USR039582,2026-03-29,2026-06-27,Offline,271,81,94,66,Planned
BAT002080,ENT00096,CRS025715,Corporate Training Batch 2080,USR013983,2026-01-23,2026-03-24,Hybrid,235,86,90,88,Planned
BAT002081,ENT00495,CRS037465,Corporate Training Batch 2081,USR025060,2026-02-02,2026-02-16,Offline,246,62,30,88,Completed
BAT002082,ENT00241,CRS026181,Corporate Training Batch 2082,USR028798,2025-12-23,2026-01-22,Offline,128,75,43,48,Completed
BAT002083,ENT00320,CRS029484,Corporate Training Batch 2083,USR043091,2026-03-18,2026-04-01,Hybrid,479,89,68,57,Planned
BAT002084,ENT00297,CRS047666,Corporate Training Batch 2084,USR017183,2026-01-12,2026-01-19,Hybrid,339,66,81,38,Completed
BAT002085,ENT00382,CRS006281,Corporate Training Batch 2085,USR002189,2026-01-17,2026-02-16,Offline,351,88,38,28,Planned
BAT002086,ENT00091,CRS021908,Corporate Training Batch 2086,USR000340,2025-11-21,2025-12-21,Online,433,80,68,49,Running
BAT002087,ENT00274,CRS010877,Corporate Training Batch 2087,USR020065,2026-02-27,2026-04-13,Offline,335,74,61,40,On Hold
BAT002088,ENT00059,CRS041400,Corporate Training Batch 2088,USR039420,2026-01-04,2026-02-18,Online,136,56,50,27,Running
BAT002089,ENT00119,CRS030360,Corporate Training Batch 2089,USR021772,2026-02-27,2026-04-28,Online,437,68,76,21,Planned
BAT002090,ENT00133,CRS014157,Corporate Training Batch 2090,USR038611,2025-12-14,2025-12-21,Online,420,86,74,23,On Hold
BAT002091,ENT00487,CRS042647,Corporate Training Batch 2091,USR047710,2026-02-23,2026-03-25,Online,47,72,95,53,Completed
BAT002092,ENT00375,CRS049756,Corporate Training Batch 2092,USR012612,2026-03-11,2026-04-10,Online,375,55,96,89,Planned
BAT002093,ENT00391,CRS011697,Corporate Training Batch 2093,USR005515,2026-01-08,2026-03-09,Hybrid,38,60,74,56,Planned
BAT002094,ENT00338,CRS021826,Corporate Training Batch 2094,USR026463,2025-12-15,2025-12-22,Offline,88,100,61,63,Planned
BAT002095,ENT00134,CRS043486,Corporate Training Batch 2095,USR043032,2026-05-13,2026-08-11,Offline,366,70,81,80,Completed
BAT002096,ENT00374,CRS015749,Corporate Training Batch 2096,USR023166,2025-11-19,2026-01-18,Online,168,66,33,89,On Hold
BAT002097,ENT00477,CRS037147,Corporate Training Batch 2097,USR007049,2025-12-06,2025-12-20,Hybrid,108,98,79,46,On Hold
BAT002098,ENT00372,CRS044812,Corporate Training Batch 2098,USR040305,2026-01-28,2026-02-11,Hybrid,199,73,93,85,Completed
BAT002099,ENT00420,CRS040214,Corporate Training Batch 2099,USR009912,2026-03-02,2026-03-16,Online,497,73,30,95,Completed
BAT002100,ENT00300,CRS037845,Corporate Training Batch 2100,USR040541,2026-02-04,2026-03-21,Hybrid,200,79,63,28,Running
BAT002101,ENT00065,CRS048806,Corporate Training Batch 2101,USR047468,2026-02-20,2026-03-06,Offline,24,96,76,55,Planned
BAT002102,ENT00461,CRS049143,Corporate Training Batch 2102,USR042473,2026-04-05,2026-05-20,Offline,312,79,67,95,On Hold
BAT002103,ENT00159,CRS017557,Corporate Training Batch 2103,USR031855,2026-01-14,2026-02-13,Hybrid,50,68,41,76,Planned
BAT002104,ENT00064,CRS023439,Corporate Training Batch 2104,USR042469,2026-02-09,2026-04-10,Offline,190,81,64,79,On Hold
BAT002105,ENT00274,CRS038160,Corporate Training Batch 2105,USR017567,2026-04-26,2026-05-26,Offline,196,96,75,31,On Hold
BAT002106,ENT00303,CRS001243,Corporate Training Batch 2106,USR040451,2026-02-07,2026-03-09,Online,72,64,32,85,Completed
BAT002107,ENT00382,CRS047075,Corporate Training Batch 2107,USR045561,2026-04-25,2026-05-02,Hybrid,350,60,21,22,On Hold
BAT002108,ENT00007,CRS014903,Corporate Training Batch 2108,USR009337,2026-01-08,2026-01-22,Offline,369,93,73,94,On Hold
BAT002109,ENT00249,CRS038319,Corporate Training Batch 2109,USR033615,2026-02-16,2026-04-02,Offline,453,95,32,77,Completed
BAT002110,ENT00271,CRS031824,Corporate Training Batch 2110,USR027392,2025-12-23,2026-02-21,Online,104,59,88,86,On Hold
BAT002111,ENT00330,CRS000410,Corporate Training Batch 2111,USR014571,2026-03-25,2026-04-08,Online,62,75,83,22,Running
BAT002112,ENT00328,CRS025489,Corporate Training Batch 2112,USR048818,2026-03-22,2026-04-21,Hybrid,194,65,77,68,Running
BAT002113,ENT00273,CRS033350,Corporate Training Batch 2113,USR046114,2026-03-17,2026-05-16,Offline,222,69,49,45,Completed
BAT002114,ENT00100,CRS021728,Corporate Training Batch 2114,USR013192,2025-12-31,2026-01-07,Online,291,88,42,65,Planned
BAT002115,ENT00291,CRS033923,Corporate Training Batch 2115,USR030571,2026-04-27,2026-06-11,Offline,274,80,96,30,On Hold
BAT002116,ENT00296,CRS001451,Corporate Training Batch 2116,USR017986,2026-02-16,2026-04-17,Hybrid,239,67,29,100,On Hold
BAT002117,ENT00495,CRS022459,Corporate Training Batch 2117,USR012512,2026-04-24,2026-05-01,Offline,369,63,66,57,Completed
BAT002118,ENT00060,CRS048149,Corporate Training Batch 2118,USR036047,2026-02-23,2026-03-25,Offline,313,65,76,67,Running
BAT002119,ENT00248,CRS018162,Corporate Training Batch 2119,USR002333,2026-03-24,2026-04-23,Hybrid,41,78,80,68,Planned
BAT002120,ENT00490,CRS037733,Corporate Training Batch 2120,USR041374,2026-05-09,2026-07-08,Online,456,87,24,90,Completed
BAT002121,ENT00369,CRS049663,Corporate Training Batch 2121,USR015386,2026-03-03,2026-04-02,Online,187,67,75,27,Completed
BAT002122,ENT00326,CRS020753,Corporate Training Batch 2122,USR010317,2026-02-03,2026-03-20,Online,25,81,78,69,Planned
BAT002123,ENT00154,CRS010508,Corporate Training Batch 2123,USR034749,2026-03-05,2026-06-03,Offline,63,74,25,44,Planned
BAT002124,ENT00232,CRS021287,Corporate Training Batch 2124,USR041170,2026-02-10,2026-04-11,Online,415,100,36,79,On Hold
BAT002125,ENT00020,CRS031381,Corporate Training Batch 2125,USR039189,2026-01-06,2026-04-06,Hybrid,463,92,76,92,Planned
BAT002126,ENT00417,CRS035022,Corporate Training Batch 2126,USR007221,2025-12-10,2025-12-24,Offline,278,58,36,35,Running
BAT002127,ENT00057,CRS011393,Corporate Training Batch 2127,USR038844,2026-04-28,2026-07-27,Hybrid,92,58,42,59,Planned
BAT002128,ENT00048,CRS009881,Corporate Training Batch 2128,USR028939,2025-11-25,2025-12-02,Hybrid,456,78,88,27,Planned
BAT002129,ENT00248,CRS005437,Corporate Training Batch 2129,USR008891,2026-03-10,2026-06-08,Online,184,75,26,89,Completed
BAT002130,ENT00166,CRS007671,Corporate Training Batch 2130,USR024122,2026-01-10,2026-01-24,Offline,439,56,82,44,On Hold
BAT002131,ENT00083,CRS022006,Corporate Training Batch 2131,USR002812,2025-12-23,2026-03-23,Offline,124,78,99,79,On Hold
BAT002132,ENT00349,CRS022245,Corporate Training Batch 2132,USR024332,2026-02-16,2026-02-23,Offline,172,75,92,69,Planned
BAT002133,ENT00187,CRS028151,Corporate Training Batch 2133,USR000886,2026-04-04,2026-04-11,Offline,235,82,95,81,Planned
BAT002134,ENT00114,CRS010289,Corporate Training Batch 2134,USR025014,2026-02-24,2026-04-25,Hybrid,35,55,35,88,Running
BAT002135,ENT00433,CRS000500,Corporate Training Batch 2135,USR021813,2025-12-10,2025-12-24,Hybrid,306,77,88,96,On Hold
BAT002136,ENT00115,CRS026010,Corporate Training Batch 2136,USR042178,2026-04-13,2026-05-28,Offline,496,66,90,27,Completed
BAT002137,ENT00277,CRS009473,Corporate Training Batch 2137,USR019486,2026-02-05,2026-04-06,Offline,489,66,33,35,On Hold
BAT002138,ENT00101,CRS019954,Corporate Training Batch 2138,USR037034,2026-02-12,2026-03-29,Online,344,93,30,93,Planned
BAT002139,ENT00352,CRS014293,Corporate Training Batch 2139,USR004883,2026-05-12,2026-06-11,Offline,116,98,73,88,On Hold
BAT002140,ENT00472,CRS041576,Corporate Training Batch 2140,USR044089,2026-02-09,2026-05-10,Online,222,61,46,78,Planned
BAT002141,ENT00234,CRS041604,Corporate Training Batch 2141,USR008822,2026-04-15,2026-06-14,Online,371,60,84,69,On Hold
BAT002142,ENT00027,CRS009960,Corporate Training Batch 2142,USR037948,2026-01-13,2026-02-12,Online,14,62,51,40,Planned
BAT002143,ENT00003,CRS044257,Corporate Training Batch 2143,USR009452,2026-03-16,2026-03-30,Online,27,57,75,76,On Hold
BAT002144,ENT00092,CRS019777,Corporate Training Batch 2144,USR032852,2025-12-30,2026-01-29,Offline,229,83,78,38,On Hold
BAT002145,ENT00458,CRS034813,Corporate Training Batch 2145,USR009248,2026-03-17,2026-05-16,Hybrid,244,97,41,41,Running
BAT002146,ENT00408,CRS046633,Corporate Training Batch 2146,USR043494,2026-01-27,2026-03-28,Offline,89,68,80,76,On Hold
BAT002147,ENT00428,CRS023116,Corporate Training Batch 2147,USR038494,2025-11-22,2025-12-22,Online,96,87,25,47,Completed
BAT002148,ENT00205,CRS027487,Corporate Training Batch 2148,USR013414,2025-12-13,2026-01-12,Offline,336,88,60,56,On Hold
BAT002149,ENT00149,CRS027882,Corporate Training Batch 2149,USR000985,2026-04-06,2026-05-21,Hybrid,236,80,72,34,On Hold
BAT002150,ENT00266,CRS014648,Corporate Training Batch 2150,USR015028,2026-02-04,2026-03-21,Offline,165,74,60,60,Planned
BAT002151,ENT00082,CRS015721,Corporate Training Batch 2151,USR004110,2026-04-22,2026-06-06,Online,154,66,55,71,Running
BAT002152,ENT00157,CRS001867,Corporate Training Batch 2152,USR033019,2026-03-21,2026-06-19,Online,115,83,53,48,Running
BAT002153,ENT00395,CRS003059,Corporate Training Batch 2153,USR030734,2026-02-20,2026-05-21,Online,230,96,89,43,Running
BAT002154,ENT00312,CRS029669,Corporate Training Batch 2154,USR027153,2026-04-21,2026-04-28,Online,374,75,82,44,Running
BAT002155,ENT00314,CRS006358,Corporate Training Batch 2155,USR028804,2025-11-26,2025-12-26,Online,395,87,93,54,Running
BAT002156,ENT00440,CRS015806,Corporate Training Batch 2156,USR014976,2026-03-28,2026-04-11,Offline,446,78,37,87,Completed
BAT002157,ENT00079,CRS007305,Corporate Training Batch 2157,USR044386,2026-04-21,2026-04-28,Offline,13,92,81,23,On Hold
BAT002158,ENT00201,CRS028200,Corporate Training Batch 2158,USR041505,2025-11-23,2026-01-07,Online,450,57,41,63,Completed
BAT002159,ENT00130,CRS036792,Corporate Training Batch 2159,USR019840,2025-11-30,2025-12-14,Offline,442,70,31,84,Completed
BAT002160,ENT00438,CRS026239,Corporate Training Batch 2160,USR018500,2025-11-30,2025-12-14,Offline,196,72,56,52,Completed
BAT002161,ENT00208,CRS020766,Corporate Training Batch 2161,USR025833,2025-11-22,2025-11-29,Online,39,82,88,87,Running
BAT002162,ENT00252,CRS039593,Corporate Training Batch 2162,USR024927,2026-02-08,2026-02-22,Hybrid,471,81,78,81,Planned
BAT002163,ENT00228,CRS004983,Corporate Training Batch 2163,USR048809,2026-03-17,2026-04-16,Offline,281,80,55,52,Planned
BAT002164,ENT00253,CRS009485,Corporate Training Batch 2164,USR007845,2025-12-18,2026-01-01,Offline,186,65,23,95,Completed
BAT002165,ENT00458,CRS029843,Corporate Training Batch 2165,USR012225,2026-01-13,2026-01-27,Hybrid,19,100,48,87,Planned
BAT002166,ENT00136,CRS034368,Corporate Training Batch 2166,USR003005,2026-01-22,2026-04-22,Offline,254,90,60,100,Completed
BAT002167,ENT00029,CRS015560,Corporate Training Batch 2167,USR025370,2026-03-08,2026-06-06,Hybrid,139,82,56,69,On Hold
BAT002168,ENT00458,CRS044959,Corporate Training Batch 2168,USR045973,2026-02-23,2026-05-24,Hybrid,261,73,75,81,Planned
BAT002169,ENT00077,CRS028630,Corporate Training Batch 2169,USR021867,2026-03-13,2026-03-20,Offline,197,66,50,43,Planned
BAT002170,ENT00395,CRS036890,Corporate Training Batch 2170,USR040466,2025-12-26,2026-02-24,Offline,16,62,60,99,Completed
BAT002171,ENT00379,CRS030197,Corporate Training Batch 2171,USR020312,2026-01-06,2026-04-06,Online,378,57,30,51,Running
BAT002172,ENT00017,CRS022748,Corporate Training Batch 2172,USR028577,2025-12-09,2025-12-16,Offline,373,69,32,37,Planned
BAT002173,ENT00465,CRS045411,Corporate Training Batch 2173,USR012661,2026-02-08,2026-03-25,Hybrid,263,58,65,32,Completed
BAT002174,ENT00256,CRS039469,Corporate Training Batch 2174,USR025251,2026-05-06,2026-05-13,Online,48,62,80,30,On Hold
BAT002175,ENT00274,CRS019129,Corporate Training Batch 2175,USR032539,2026-02-05,2026-03-22,Offline,140,90,68,48,On Hold
BAT002176,ENT00145,CRS028709,Corporate Training Batch 2176,USR030078,2025-11-19,2025-11-26,Hybrid,425,69,45,63,Completed
BAT002177,ENT00030,CRS001573,Corporate Training Batch 2177,USR013144,2026-04-30,2026-07-29,Hybrid,240,85,83,82,On Hold
BAT002178,ENT00424,CRS004434,Corporate Training Batch 2178,USR003141,2026-01-07,2026-02-06,Offline,411,63,77,23,On Hold
BAT002179,ENT00081,CRS026064,Corporate Training Batch 2179,USR020771,2025-12-01,2025-12-08,Offline,424,98,75,79,Running
BAT002180,ENT00135,CRS037762,Corporate Training Batch 2180,USR034412,2025-12-02,2025-12-09,Hybrid,487,71,98,28,Running
BAT002181,ENT00492,CRS044524,Corporate Training Batch 2181,USR011667,2026-03-18,2026-04-17,Offline,32,56,28,67,On Hold
BAT002182,ENT00487,CRS030350,Corporate Training Batch 2182,USR008037,2025-12-07,2026-02-05,Offline,450,97,28,81,Running
BAT002183,ENT00161,CRS035678,Corporate Training Batch 2183,USR006227,2026-02-25,2026-05-26,Offline,70,85,70,100,Running
BAT002184,ENT00321,CRS048769,Corporate Training Batch 2184,USR012120,2026-05-13,2026-07-12,Online,216,88,83,92,Running
BAT002185,ENT00167,CRS002228,Corporate Training Batch 2185,USR004802,2025-12-11,2025-12-18,Hybrid,351,79,54,50,Completed
BAT002186,ENT00069,CRS019153,Corporate Training Batch 2186,USR021063,2025-11-26,2026-01-25,Hybrid,303,74,100,62,Planned
BAT002187,ENT00031,CRS015474,Corporate Training Batch 2187,USR023957,2025-12-21,2026-03-21,Offline,439,68,64,97,On Hold
BAT002188,ENT00088,CRS048206,Corporate Training Batch 2188,USR046642,2025-12-20,2025-12-27,Hybrid,277,92,30,67,Running
BAT002189,ENT00335,CRS034793,Corporate Training Batch 2189,USR048131,2026-04-07,2026-05-22,Online,139,84,66,84,Running
BAT002190,ENT00006,CRS023540,Corporate Training Batch 2190,USR027809,2025-12-28,2026-02-26,Online,151,66,96,27,On Hold
BAT002191,ENT00311,CRS038119,Corporate Training Batch 2191,USR014988,2026-02-27,2026-03-29,Online,466,63,38,78,On Hold
BAT002192,ENT00350,CRS029225,Corporate Training Batch 2192,USR042284,2026-02-17,2026-03-03,Online,187,57,47,89,Completed
BAT002193,ENT00031,CRS017512,Corporate Training Batch 2193,USR033034,2025-12-02,2025-12-16,Offline,60,68,29,26,Completed
BAT002194,ENT00235,CRS047646,Corporate Training Batch 2194,USR026967,2025-11-16,2026-02-14,Offline,393,97,27,42,Planned
BAT002195,ENT00010,CRS044623,Corporate Training Batch 2195,USR012273,2025-11-24,2025-12-24,Online,494,96,63,62,Planned
BAT002196,ENT00347,CRS029237,Corporate Training Batch 2196,USR043001,2026-04-06,2026-07-05,Online,47,69,53,40,Completed
BAT002197,ENT00118,CRS035946,Corporate Training Batch 2197,USR032526,2026-03-25,2026-05-24,Online,213,87,59,37,Planned
BAT002198,ENT00436,CRS036704,Corporate Training Batch 2198,USR024174,2026-02-06,2026-02-13,Online,463,100,59,46,On Hold
BAT002199,ENT00287,CRS047614,Corporate Training Batch 2199,USR023522,2025-12-01,2025-12-08,Hybrid,414,68,59,52,On Hold
BAT002200,ENT00468,CRS034733,Corporate Training Batch 2200,USR036604,2026-04-29,2026-07-28,Online,151,90,25,84,Completed
BAT002201,ENT00144,CRS003610,Corporate Training Batch 2201,USR011284,2025-12-25,2026-01-24,Offline,14,68,52,81,Planned
BAT002202,ENT00370,CRS019849,Corporate Training Batch 2202,USR034348,2026-03-11,2026-03-18,Hybrid,29,96,43,76,Planned
BAT002203,ENT00334,CRS048886,Corporate Training Batch 2203,USR015183,2026-01-01,2026-01-15,Offline,218,78,60,21,On Hold
BAT002204,ENT00010,CRS008821,Corporate Training Batch 2204,USR040469,2026-01-04,2026-04-04,Offline,179,62,51,81,On Hold
BAT002205,ENT00318,CRS018087,Corporate Training Batch 2205,USR015902,2026-02-23,2026-05-24,Hybrid,387,93,32,54,Running
BAT002206,ENT00261,CRS003613,Corporate Training Batch 2206,USR005126,2026-04-22,2026-05-06,Hybrid,49,79,88,97,Running
BAT002207,ENT00018,CRS031900,Corporate Training Batch 2207,USR012645,2025-12-15,2025-12-29,Hybrid,403,66,52,89,On Hold
BAT002208,ENT00367,CRS012468,Corporate Training Batch 2208,USR048127,2026-01-31,2026-03-02,Offline,40,78,67,91,Planned
BAT002209,ENT00238,CRS021667,Corporate Training Batch 2209,USR013732,2025-12-01,2025-12-15,Offline,44,92,27,34,Running
BAT002210,ENT00175,CRS043875,Corporate Training Batch 2210,USR010982,2025-12-10,2026-02-08,Offline,415,68,29,91,On Hold
BAT002211,ENT00225,CRS048785,Corporate Training Batch 2211,USR030403,2026-04-19,2026-05-19,Offline,179,92,75,67,On Hold
BAT002212,ENT00009,CRS020745,Corporate Training Batch 2212,USR012702,2026-02-16,2026-02-23,Online,349,69,39,69,Planned
BAT002213,ENT00480,CRS042347,Corporate Training Batch 2213,USR015524,2026-01-23,2026-02-22,Hybrid,233,76,91,51,Running
BAT002214,ENT00494,CRS048460,Corporate Training Batch 2214,USR025965,2026-03-19,2026-04-18,Online,423,57,71,78,Completed
BAT002215,ENT00402,CRS025698,Corporate Training Batch 2215,USR034728,2026-01-20,2026-03-06,Online,239,99,24,87,Running
BAT002216,ENT00086,CRS003499,Corporate Training Batch 2216,USR005069,2026-03-03,2026-04-17,Hybrid,492,66,45,40,Running
BAT002217,ENT00479,CRS039077,Corporate Training Batch 2217,USR039939,2026-04-05,2026-04-19,Hybrid,120,57,70,45,On Hold
BAT002218,ENT00342,CRS010074,Corporate Training Batch 2218,USR006229,2026-05-11,2026-07-10,Offline,220,58,46,58,Completed
BAT002219,ENT00035,CRS047778,Corporate Training Batch 2219,USR041516,2026-04-17,2026-05-17,Hybrid,299,80,82,87,Planned
BAT002220,ENT00207,CRS045814,Corporate Training Batch 2220,USR047547,2026-04-16,2026-04-23,Offline,341,70,28,35,Completed
BAT002221,ENT00200,CRS043578,Corporate Training Batch 2221,USR041507,2026-05-02,2026-05-09,Offline,313,87,32,74,Completed
BAT002222,ENT00003,CRS012694,Corporate Training Batch 2222,USR009882,2025-11-27,2025-12-04,Online,159,93,25,25,Planned
BAT002223,ENT00255,CRS015481,Corporate Training Batch 2223,USR011552,2026-02-12,2026-02-19,Online,362,74,71,26,Planned
BAT002224,ENT00246,CRS004023,Corporate Training Batch 2224,USR029835,2026-03-21,2026-04-20,Hybrid,134,67,32,27,On Hold
BAT002225,ENT00376,CRS024957,Corporate Training Batch 2225,USR035548,2026-03-24,2026-04-23,Hybrid,49,95,90,84,On Hold
BAT002226,ENT00374,CRS018340,Corporate Training Batch 2226,USR023273,2026-04-15,2026-06-14,Online,341,81,34,73,Planned
BAT002227,ENT00007,CRS009455,Corporate Training Batch 2227,USR035666,2026-02-20,2026-03-06,Hybrid,478,70,64,63,Running
BAT002228,ENT00309,CRS030135,Corporate Training Batch 2228,USR009598,2026-02-28,2026-03-14,Offline,227,74,48,68,Planned
BAT002229,ENT00374,CRS046686,Corporate Training Batch 2229,USR003899,2026-01-19,2026-04-19,Hybrid,219,58,63,95,On Hold
BAT002230,ENT00465,CRS027027,Corporate Training Batch 2230,USR048672,2026-01-19,2026-02-18,Offline,302,77,84,57,On Hold
BAT002231,ENT00144,CRS022663,Corporate Training Batch 2231,USR009442,2026-01-20,2026-03-06,Online,153,62,33,35,Planned
BAT002232,ENT00072,CRS014655,Corporate Training Batch 2232,USR043223,2026-04-23,2026-06-07,Hybrid,56,78,35,78,Completed
BAT002233,ENT00181,CRS027239,Corporate Training Batch 2233,USR020485,2025-12-05,2026-01-04,Online,268,78,84,38,Completed
BAT002234,ENT00043,CRS035915,Corporate Training Batch 2234,USR005334,2026-02-11,2026-05-12,Online,235,61,71,30,On Hold
BAT002235,ENT00383,CRS042642,Corporate Training Batch 2235,USR028633,2026-04-18,2026-05-18,Hybrid,492,72,59,88,Running
BAT002236,ENT00145,CRS023828,Corporate Training Batch 2236,USR041327,2026-02-15,2026-02-22,Online,169,58,53,74,Completed
