certificate_id,user_id,course_id,credential_type,certificate_title,issued_date,expiry_date,verification_qr_url,blockchain_hash,status
CERT0015545,USR011416,CRS047976,Micro Credential,Completion Certificate in Manufacturing,2025-05-24,2026-05-24,https://verify.kaasdemo.ai/cert/72d4e552-5309-4493-b00b-26d5315a1683,d7976245abfa4c6f8c75071ae105e0c9,Revoked
CERT0015546,USR022486,CRS045145,Professional Certificate,Completion Certificate in Governance,2025-07-10,2027-07-10,https://verify.kaasdemo.ai/cert/fb01ba0c-4fe3-45a9-a176-ecde9259fb57,a66ddfdc4a2046e996bf82498d408d71,Active
CERT0015547,USR009202,CRS022466,Completion Certificate,Leadership Credential in Quality Management,2025-05-16,2027-05-16,https://verify.kaasdemo.ai/cert/0fcf1448-fa92-4b08-bd93-4f070744cb27,3826302baffc427a8b4ad2f4ef22aac4,Active
CERT0015548,USR029448,CRS037081,Skill Badge,Completion Certificate in Sales,2026-01-23,2027-01-23,https://verify.kaasdemo.ai/cert/d16484e3-5d4f-4da3-822d-cf523efd862e,e2b7bc338d864f5d98403087526fd1b8,Active
CERT0015549,USR000408,CRS004640,Skill Badge,Compliance Certificate in Digital Marketing,2025-08-14,2028-08-13,https://verify.kaasdemo.ai/cert/84e981fa-4463-475d-a41c-1589854a3fa2,7bde22cace2f4be6b847af3885c55fd0,Active
CERT0015550,USR031356,CRS028459,Professional Certificate,Leadership Credential in Healthcare,2025-10-29,2026-10-29,https://verify.kaasdemo.ai/cert/aee3f17e-fc8c-4db3-8624-1d0595c1288d,7b0f4730c26c45a9adbc070c61046c60,Active
CERT0015551,USR035562,CRS046779,Skill Badge,Leadership Credential in Finance,2025-09-03,2028-09-02,https://verify.kaasdemo.ai/cert/a8bc94d7-78fb-4cd4-8bc4-573db284e9a7,8c0a2a3d6a3041a5805d50b6aeab0d8c,Active
CERT0015552,USR045682,CRS025416,Professional Certificate,Compliance Certificate in Quality Management,2026-04-13,2028-04-12,https://verify.kaasdemo.ai/cert/5cce3bc9-101a-43d1-9e90-e43334b852fb,c9936c15259a42c1bf8c74eb8ca95f87,Revoked
CERT0015553,USR030426,CRS031592,Professional Certificate,Professional Certificate in Healthcare,2026-01-02,2027-01-02,https://verify.kaasdemo.ai/cert/a8e79e9b-ee5b-4875-89c9-cf8f90fc8072,8e2d907124f646b48497ec44d290761f,Active
CERT0015554,USR010659,CRS044237,Professional Certificate,Skill Badge in HR,2025-06-14,2028-06-13,https://verify.kaasdemo.ai/cert/b7c00ee2-c938-4c29-ab63-c27f879c3766,0fafeb3118bc4692bcdfbd8ac654d304,Active
CERT0015555,USR002940,CRS006431,Compliance Certificate,Leadership Credential in Cloud,2025-08-14,2026-08-14,https://verify.kaasdemo.ai/cert/4fc5fc19-0591-432e-a063-03a295a45233,749f8580977f4e0db2f15a32d68fbf1e,Active
CERT0015556,USR026033,CRS047569,Professional Certificate,Micro Credential in Cybersecurity,2026-04-03,2028-04-02,https://verify.kaasdemo.ai/cert/51c3d77b-8a8c-43dd-82dc-b66449a5e5d4,2db11c0b7a114270bbaeaea2e9d2dd2f,Active
CERT0015557,USR019686,CRS038221,Professional Certificate,Completion Certificate in Digital Marketing,2025-12-31,2027-12-31,https://verify.kaasdemo.ai/cert/8c49fa5a-2056-4dae-8be7-0ba273e6488f,a7c20eb7163f479c9acc5a9588401f09,Active
CERT0015558,USR048418,CRS020367,Compliance Certificate,Micro Credential in Cloud,2025-08-22,2028-08-21,https://verify.kaasdemo.ai/cert/561a0ed8-55e0-44b6-9f00-e8d22dc4235a,93483f5c07664683902be74aa4737cdc,Active
CERT0015559,USR027544,CRS009745,Compliance Certificate,Skill Badge in Healthcare,2025-05-21,2027-05-21,https://verify.kaasdemo.ai/cert/8354d38c-a6e4-4222-a37e-51dd9c330dc4,abd344771fbb47feb51e0f7064218c6b,Active
CERT0015560,USR004781,CRS048709,Completion Certificate,Compliance Certificate in Manufacturing,2025-06-14,2026-06-14,https://verify.kaasdemo.ai/cert/e173140b-e149-4bc4-ac0f-2d9a27ecfdd9,8dcf699e46394b10b7048c820e6b8245,Active
CERT0015561,USR006246,CRS028533,Compliance Certificate,Professional Certificate in AI,2025-07-30,2026-07-30,https://verify.kaasdemo.ai/cert/1d442a43-6332-4048-bb0a-cdd471f27c6a,acda737c1e004cd1af1451089846fbcc,Active
CERT0015562,USR006910,CRS049161,Completion Certificate,Micro Credential in Cybersecurity,2025-11-02,2026-11-02,https://verify.kaasdemo.ai/cert/9ba4a885-e577-4451-90bd-c1c64816be21,ddbf6e1936f34d21adda0a23f6b23877,Active
CERT0015563,USR016336,CRS009223,Completion Certificate,Skill Badge in Project Management,2025-08-08,2027-08-08,https://verify.kaasdemo.ai/cert/88a39c43-21da-4198-af05-2be74a4c029d,9fd6d1b8c5ec4cd5b514e907568b4246,Expired
CERT0015564,USR048513,CRS033217,Professional Certificate,Skill Badge in Cybersecurity,2025-09-11,2027-09-11,https://verify.kaasdemo.ai/cert/932b2d26-9183-4795-999e-cddff8b8f731,3f055989da7445c99f547524acc7ff21,Active
CERT0015565,USR023499,CRS031945,Skill Badge,Micro Credential in Healthcare,2025-09-14,2028-09-13,https://verify.kaasdemo.ai/cert/2e0fc0ef-3031-4e2d-b137-0ed2b4594c20,13c95378b98945548dc26f87c3c9cfb3,Active
CERT0015566,USR014470,CRS049887,Professional Certificate,Professional Certificate in Project Management,2025-08-06,2028-08-05,https://verify.kaasdemo.ai/cert/0ff0cc55-503b-4d65-9010-eddac49d0401,4caf561ed6dd460f9d6edd0febcbae3e,Active
CERT0015567,USR037595,CRS025103,Micro Credential,Leadership Credential in Governance,2025-08-12,2027-08-12,https://verify.kaasdemo.ai/cert/957ab809-fd02-415a-8c25-12c649902347,66dfb39b3e914158ba4e8baccbae7f66,Expired
CERT0015568,USR019762,CRS044353,Compliance Certificate,Skill Badge in Manufacturing,2025-05-21,2028-05-20,https://verify.kaasdemo.ai/cert/0e63d8e2-2aa8-46bc-a1c0-e16f3221ead1,fd5cd7bbe39e47ffb50827371ce9658e,Active
CERT0015569,USR027462,CRS012729,Leadership Credential,Skill Badge in Governance,2025-09-08,2026-09-08,https://verify.kaasdemo.ai/cert/8499e978-646a-49db-b69e-7121dade0a6a,90ea23eb322e4f2f8cf983862afc9af2,Expired
CERT0015570,USR008270,CRS012664,Skill Badge,Completion Certificate in Cloud,2026-05-06,2029-05-05,https://verify.kaasdemo.ai/cert/db2eba02-4018-417d-83d0-acf89c65cc6e,8657ead5884d43ccb1d00537515ad667,Revoked
CERT0015571,USR005021,CRS002022,Skill Badge,Professional Certificate in Project Management,2026-01-29,2029-01-28,https://verify.kaasdemo.ai/cert/0051ef79-4006-4bd4-8135-a23c13686b42,c8aeab6b899845dbb50150358486e1e5,Active
CERT0015572,USR007836,CRS027530,Skill Badge,Micro Credential in Leadership,2025-12-17,2027-12-17,https://verify.kaasdemo.ai/cert/aa1d8b4c-47e0-4302-9b9a-0e356a7e2a25,d44030df91864f8d85992b26ef0ed6a5,Expired
CERT0015573,USR024623,CRS028965,Skill Badge,Leadership Credential in Healthcare,2025-10-20,2028-10-19,https://verify.kaasdemo.ai/cert/3c798f2b-631d-4e29-884c-b2adcc82f16d,f2e84ff3453e4d9785a80ee5712440f9,Expired
CERT0015574,USR001425,CRS041338,Micro Credential,Professional Certificate in Project Management,2025-08-12,2028-08-11,https://verify.kaasdemo.ai/cert/2ce8a412-4c16-4403-863a-7fdee33ef790,f9eb0bfa0dcf45b994f3b61211773f7f,Expired
CERT0015575,USR026735,CRS005642,Micro Credential,Professional Certificate in HR,2025-07-17,2026-07-17,https://verify.kaasdemo.ai/cert/11585a19-0faf-49a5-846f-ed6ddba50e74,27b6150a1bf04687a3485958e80a2a76,Revoked
CERT0015576,USR034993,CRS046810,Micro Credential,Skill Badge in Leadership,2025-05-31,2026-05-31,https://verify.kaasdemo.ai/cert/ea18ff5b-9163-4c5b-ae8a-1552c253205f,fe58e98b5ec942a7969d4671a76ee87e,Revoked
CERT0015577,USR010148,CRS032045,Micro Credential,Completion Certificate in Quality Management,2025-09-10,2027-09-10,https://verify.kaasdemo.ai/cert/aa44321c-28e1-4504-a871-50b9dd91f69a,2f9b33cd44da45bfa5d3d7feee6b0a56,Active
CERT0015578,USR022018,CRS026651,Compliance Certificate,Skill Badge in Manufacturing,2025-12-01,2028-11-30,https://verify.kaasdemo.ai/cert/73a1ec97-6ea5-46a1-abfb-aa5fba33e001,1eee3593ac214b9f83b85ed6219968ca,Expired
CERT0015579,USR023564,CRS031402,Skill Badge,Skill Badge in Healthcare,2026-05-09,2027-05-09,https://verify.kaasdemo.ai/cert/96a0b9c4-b009-4fe8-9f52-114e6aac612e,36ea66a0c577431ca3d05e43abbf72cb,Revoked
CERT0015580,USR046681,CRS013156,Professional Certificate,Skill Badge in Governance,2025-09-19,2028-09-18,https://verify.kaasdemo.ai/cert/da17f111-023f-46c0-bc51-53ed27c185ee,b9441a43dbbd4acd946d7075768db29e,Revoked
CERT0015581,USR021501,CRS025907,Skill Badge,Completion Certificate in Cloud,2025-07-17,2026-07-17,https://verify.kaasdemo.ai/cert/618f713d-83d0-4227-a0cf-829e4a299949,232bd27dd38848b59a63b54c7c6d5209,Active
CERT0015582,USR025572,CRS001664,Skill Badge,Completion Certificate in Finance,2026-04-23,2027-04-23,https://verify.kaasdemo.ai/cert/ea0d269d-4ab3-4d85-a9d3-80ec9353a9a9,085b3f85f8ca449287dd41e9eb8e1100,Expired
CERT0015583,USR013499,CRS020590,Completion Certificate,Compliance Certificate in Cybersecurity,2025-07-03,2028-07-02,https://verify.kaasdemo.ai/cert/9c61bb12-8680-4a90-8fbd-2ef37925c76e,4d818c8897c74b69aebd790c9ea3eca6,Revoked
CERT0015584,USR044788,CRS037797,Leadership Credential,Professional Certificate in Digital Marketing,2025-10-28,2027-10-28,https://verify.kaasdemo.ai/cert/a3ab599f-3cc8-414b-9f4d-bfd04ed284a8,d3161a8f31bf431f93f9e3e2341f53c0,Active
CERT0015585,USR002469,CRS001008,Completion Certificate,Leadership Credential in AI,2025-06-01,2026-06-01,https://verify.kaasdemo.ai/cert/ba57f6f9-560c-48b3-bcd8-d35464f947ef,7f978295d5f242a08f53c06a85c19d0a,Active
CERT0015586,USR022567,CRS018643,Completion Certificate,Skill Badge in Data Science,2026-04-26,2027-04-26,https://verify.kaasdemo.ai/cert/9ec6bc9e-1719-4c6d-8b89-e3956f37861b,0329d25293414f5d9511ff871edf8d57,Active
CERT0015587,USR020855,CRS034873,Professional Certificate,Leadership Credential in Manufacturing,2026-03-06,2029-03-05,https://verify.kaasdemo.ai/cert/11a354f3-ddb2-4442-a970-1d2a39b17798,c6662f2fe059470c83bbfd27b0fc9214,Revoked
CERT0015588,USR018186,CRS017134,Skill Badge,Skill Badge in Project Management,2026-01-05,2027-01-05,https://verify.kaasdemo.ai/cert/1a1fec84-08df-4944-95ca-128b67d91c37,de7db31605a841dea6e27215cd6f796f,Active
CERT0015589,USR037035,CRS005110,Micro Credential,Leadership Credential in Cybersecurity,2025-11-12,2027-11-12,https://verify.kaasdemo.ai/cert/7be4825c-2c81-458c-b4b6-85cb73ed5666,065486116bd34f0a94d028cf42633ad4,Active
CERT0015590,USR006769,CRS013023,Leadership Credential,Professional Certificate in Digital Marketing,2025-09-26,2026-09-26,https://verify.kaasdemo.ai/cert/0995e9fc-bcb6-4276-beff-ea9c5fa7bead,d57bdd07c0914e4eb12750f762606bdb,Revoked
CERT0015591,USR031122,CRS004458,Micro Credential,Completion Certificate in Leadership,2025-09-02,2026-09-02,https://verify.kaasdemo.ai/cert/4e206701-2dfd-4a84-b360-ad7297ea1ea4,ccb254f83ee342d48f5a998ef8a2b841,Active
CERT0015592,USR017471,CRS043551,Completion Certificate,Compliance Certificate in Cybersecurity,2025-12-23,2028-12-22,https://verify.kaasdemo.ai/cert/46fb7826-7da3-48d5-a702-e75c73ac9628,6aa38f0532094212933f65ba172aed32,Active
CERT0015593,USR045527,CRS008914,Leadership Credential,Completion Certificate in Project Management,2026-03-23,2028-03-22,https://verify.kaasdemo.ai/cert/94d754b9-6eff-44d8-b985-68b96f7ecf52,ad65962663fd4b13b28e31f73f7411d0,Revoked
CERT0015594,USR021881,CRS020043,Skill Badge,Completion Certificate in Data Science,2025-06-29,2027-06-29,https://verify.kaasdemo.ai/cert/d41658b0-d1d7-4f1e-a432-92ef96908db6,913ff27cd4424d4db55eb7472455d42f,Active
CERT0015595,USR020508,CRS041892,Skill Badge,Leadership Credential in Full Stack,2025-11-25,2028-11-24,https://verify.kaasdemo.ai/cert/e1594133-93fa-4777-be4f-3999e4e8d778,85cde1d224424391ade42bc93f114195,Active
CERT0015596,USR006092,CRS020764,Completion Certificate,Completion Certificate in Data Science,2025-12-31,2028-12-30,https://verify.kaasdemo.ai/cert/b5c8c70a-d759-442e-b86c-3fef88dfff79,434c4cded2e24724845b3aee60c8d3a3,Revoked
CERT0015597,USR044557,CRS038860,Skill Badge,Compliance Certificate in Digital Marketing,2025-10-17,2027-10-17,https://verify.kaasdemo.ai/cert/3a237465-96fb-430a-83d6-f409562394a4,2b7b27b3faa240e6b8750101376a158f,Revoked
CERT0015598,USR033273,CRS030984,Completion Certificate,Skill Badge in Manufacturing,2025-06-11,2026-06-11,https://verify.kaasdemo.ai/cert/78f047f8-7821-489e-8e6b-533afe56936d,93e8a831f96844baab0efb46317c16ad,Active
CERT0015599,USR018456,CRS041196,Skill Badge,Skill Badge in Quality Management,2025-09-18,2028-09-17,https://verify.kaasdemo.ai/cert/79dc06ce-e408-4336-aaf8-29fb1f45e7e4,1e321f3264a44ca1a462b252f59649e9,Revoked
CERT0015600,USR047241,CRS006328,Skill Badge,Micro Credential in Cybersecurity,2026-02-14,2027-02-14,https://verify.kaasdemo.ai/cert/cc847ed5-a108-49f4-85c3-086b2ce7d8da,5ada68d920ac436c8d3add47095ed166,Active
CERT0015601,USR017423,CRS020458,Skill Badge,Professional Certificate in Manufacturing,2026-02-14,2028-02-14,https://verify.kaasdemo.ai/cert/ea31287b-8dce-439a-ad90-9b42e0f63c78,ecd1f833312449b788d1b385feeb482c,Expired
CERT0015602,USR037698,CRS024569,Skill Badge,Compliance Certificate in Data Science,2025-09-07,2026-09-07,https://verify.kaasdemo.ai/cert/7aabd75d-4e30-4f18-8925-e268380f6270,58440f9db5a0491f84befc4dc774e81c,Revoked
CERT0015603,USR044657,CRS010311,Skill Badge,Completion Certificate in Digital Marketing,2025-12-15,2028-12-14,https://verify.kaasdemo.ai/cert/598b9aa4-c21e-4709-b606-2ba15e9c97cb,2865203460ab480d8ac67a0098733436,Revoked
CERT0015604,USR019123,CRS044611,Skill Badge,Professional Certificate in AI,2025-08-12,2028-08-11,https://verify.kaasdemo.ai/cert/81a88de1-5b18-4013-94e6-2ccd29cb8834,6c3c027d0e68446886db7af3423b113d,Revoked
CERT0015605,USR003800,CRS028469,Leadership Credential,Compliance Certificate in Sales,2026-01-24,2029-01-23,https://verify.kaasdemo.ai/cert/c13125d2-d25f-4fb5-874d-2f378bdb000d,77bb86be43104a7194785ae4d93fb5cf,Expired
CERT0015606,USR043276,CRS048361,Skill Badge,Compliance Certificate in Digital Marketing,2025-12-13,2028-12-12,https://verify.kaasdemo.ai/cert/d2afd5f1-d120-453e-b799-b59833a80da1,2ed0a2ac297344caa74ad36c2765cf1f,Revoked
CERT0015607,USR025474,CRS016844,Compliance Certificate,Completion Certificate in Data Science,2025-09-18,2026-09-18,https://verify.kaasdemo.ai/cert/58dc57a1-911c-4cae-8bf5-467540e7dfae,653ad449b80744059b78e376acf03034,Revoked
CERT0015608,USR045007,CRS010710,Completion Certificate,Compliance Certificate in HR,2025-05-13,2026-05-13,https://verify.kaasdemo.ai/cert/299c2380-3022-4bdc-bb6f-e9fa8c6dd727,15dcf387b7ea481ea2101fd80894a89a,Active
CERT0015609,USR011089,CRS011267,Professional Certificate,Leadership Credential in Data Science,2026-03-24,2028-03-23,https://verify.kaasdemo.ai/cert/d5b8125f-747d-47d2-b85a-43b250567347,6c34a995f7884ea1b0871d5f4b86d99f,Active
CERT0015610,USR001201,CRS008419,Leadership Credential,Compliance Certificate in Digital Marketing,2025-12-02,2027-12-02,https://verify.kaasdemo.ai/cert/f0730f1f-6de3-42f1-a15f-8ff9f3095713,baa3670fec52459e8b53187720590587,Expired
CERT0015611,USR021000,CRS023410,Compliance Certificate,Compliance Certificate in Cloud,2026-02-25,2028-02-25,https://verify.kaasdemo.ai/cert/63d573bb-5f0c-4811-bb45-fbc48039f0ae,265dd90a61d04b9e862c675b85ba844b,Active
CERT0015612,USR025168,CRS040887,Skill Badge,Compliance Certificate in Quality Management,2026-03-05,2027-03-05,https://verify.kaasdemo.ai/cert/65cd4d1a-f2b3-498d-9e46-1572ae70684a,d171234eb8eb4f57a8bc943e468724c4,Expired
CERT0015613,USR012831,CRS011687,Compliance Certificate,Compliance Certificate in Cloud,2026-04-19,2027-04-19,https://verify.kaasdemo.ai/cert/f881c3e8-ed27-46e1-9169-8b5a55f01719,743639ec22604ba6a66ced73a2749637,Active
CERT0015614,USR004368,CRS023443,Skill Badge,Leadership Credential in Healthcare,2026-04-14,2029-04-13,https://verify.kaasdemo.ai/cert/1f329412-b93d-4fb4-9cc9-9443a2cbb82f,6b746b3779e146af920adf8c9791b016,Expired
CERT0015615,USR009809,CRS040069,Leadership Credential,Micro Credential in Leadership,2026-01-13,2029-01-12,https://verify.kaasdemo.ai/cert/63f8af84-e782-46dd-832b-44889d1b97a8,6e2db1ab407c41ccbb91be3adbb7a4a2,Active
CERT0015616,USR035211,CRS039323,Micro Credential,Completion Certificate in Healthcare,2026-03-10,2028-03-09,https://verify.kaasdemo.ai/cert/bd3101bc-0084-4253-9133-93d424161dc6,c4df547b8cb24f918cd4b98bb9767177,Active
CERT0015617,USR013655,CRS017483,Completion Certificate,Compliance Certificate in Cloud,2026-01-10,2029-01-09,https://verify.kaasdemo.ai/cert/d3890349-28bf-4cb3-ab0e-5d7d94e83f7e,7a7a7cc4b4df46328e107df3def00e57,Revoked
CERT0015618,USR006249,CRS019557,Professional Certificate,Skill Badge in Leadership,2025-05-18,2027-05-18,https://verify.kaasdemo.ai/cert/b649d1c7-fc4c-4c5e-86ee-2edbaf05ba38,1d1bb06deb534711866a6a5cb238fdbf,Revoked
CERT0015619,USR021223,CRS043856,Compliance Certificate,Leadership Credential in Manufacturing,2026-02-02,2028-02-02,https://verify.kaasdemo.ai/cert/6f158753-2d05-4666-aae4-00c76a7c8333,9fed9adae8244c1dba28a6541ef4d006,Active
CERT0015620,USR043985,CRS002617,Leadership Credential,Completion Certificate in Manufacturing,2026-04-26,2029-04-25,https://verify.kaasdemo.ai/cert/7ab21bd2-7e7d-4e23-acea-7ad41ba871fd,5c35753086f54efaa5daa13ceccfacc4,Expired
CERT0015621,USR017822,CRS028987,Professional Certificate,Professional Certificate in Digital Marketing,2025-08-03,2026-08-03,https://verify.kaasdemo.ai/cert/ecabe769-9e4c-449d-9de3-8e22c1f3a92e,037beeeef7834c6c97f1d34582b21ce0,Active
CERT0015622,USR039894,CRS030686,Skill Badge,Micro Credential in Leadership,2025-10-09,2027-10-09,https://verify.kaasdemo.ai/cert/9acce582-6a8b-48d7-b6af-f768838170a0,94aeb2ed0cf94a7490f5c20098541545,Revoked
CERT0015623,USR004210,CRS038620,Skill Badge,Skill Badge in Governance,2026-03-22,2028-03-21,https://verify.kaasdemo.ai/cert/98cfe0e3-0cfd-4f6d-ad67-4a79bf8c1af0,0a15c03c0c874e0c99875de4d07a23b2,Active
CERT0015624,USR030933,CRS004504,Professional Certificate,Completion Certificate in Data Science,2026-03-07,2027-03-07,https://verify.kaasdemo.ai/cert/9b10e41b-c410-4c90-9e44-2f2e18a4f80e,2da5a455b5e4418ca872361053f68c03,Active
CERT0015625,USR028015,CRS026454,Micro Credential,Compliance Certificate in Finance,2026-02-02,2029-02-01,https://verify.kaasdemo.ai/cert/2d62afbd-7423-4c21-9a8a-4f18d5e40b21,64583f6f422e4c28904e99ba198b81d2,Active
CERT0015626,USR026777,CRS037322,Professional Certificate,Completion Certificate in Digital Marketing,2025-06-16,2028-06-15,https://verify.kaasdemo.ai/cert/4267a959-8148-44c2-b226-88eb8b1770df,8c8cc56fb2234f078b119fccc95c1322,Active
CERT0015627,USR031772,CRS039818,Skill Badge,Completion Certificate in Digital Marketing,2025-05-24,2028-05-23,https://verify.kaasdemo.ai/cert/6e713d0a-54aa-48d6-9c8b-6e2756a9a871,98a4bf860e504e7bb734fcc3c4175141,Revoked
CERT0015628,USR034233,CRS007050,Leadership Credential,Micro Credential in Healthcare,2025-05-26,2026-05-26,https://verify.kaasdemo.ai/cert/58e6b702-e43a-480e-ac33-4ee7442d7175,f043028e8ad44c5bb2575aaf09e7113d,Revoked
CERT0015629,USR002577,CRS019749,Skill Badge,Compliance Certificate in Governance,2025-09-23,2026-09-23,https://verify.kaasdemo.ai/cert/6d836787-9ef6-4870-bb23-7e29ba58e27f,49848231088c42eca13c00a0ca949e66,Active
CERT0015630,USR031016,CRS019735,Completion Certificate,Micro Credential in Project Management,2026-03-03,2029-03-02,https://verify.kaasdemo.ai/cert/46df30e3-9f3a-4fa5-b044-36b327742d86,6e4ff940f64f4b8792437d250d4987ff,Expired
CERT0015631,USR012866,CRS031059,Professional Certificate,Leadership Credential in HR,2026-02-02,2027-02-02,https://verify.kaasdemo.ai/cert/5c5c25a6-648e-49ef-8dae-1660d422de61,126cc439a95a4e9da286c4b89e56dcd4,Active
CERT0015632,USR018008,CRS036784,Completion Certificate,Professional Certificate in Digital Marketing,2026-03-16,2029-03-15,https://verify.kaasdemo.ai/cert/442d06ab-f864-40d3-8680-ff30e5a85488,9e13a2798df046939048cfa5bca24dfb,Revoked
CERT0015633,USR018026,CRS026866,Leadership Credential,Professional Certificate in Healthcare,2025-12-28,2027-12-28,https://verify.kaasdemo.ai/cert/73c986ff-d2a2-4ddb-9f14-1e8e695ab579,629489cec25b4240add00d6945965aaf,Active
CERT0015634,USR026849,CRS033239,Professional Certificate,Compliance Certificate in AI,2025-07-29,2026-07-29,https://verify.kaasdemo.ai/cert/f7ab2c8a-8acd-4372-bf90-14881772c75b,98ca1d3f98d14095afbf8e74508851db,Expired
CERT0015635,USR024295,CRS035468,Leadership Credential,Skill Badge in Cloud,2025-07-22,2027-07-22,https://verify.kaasdemo.ai/cert/7d9973f1-de92-481f-aa42-139844b1f7ef,25aa9e54fa924700ba45b8959d923ffe,Active
CERT0015636,USR040046,CRS000540,Micro Credential,Compliance Certificate in AI,2025-12-24,2027-12-24,https://verify.kaasdemo.ai/cert/c39fe869-9915-432c-bfcc-570bf21f7e9b,026d3d93f2624c7a8f6c3e422c36d36f,Active
CERT0015637,USR006943,CRS004787,Compliance Certificate,Professional Certificate in Quality Management,2026-04-17,2027-04-17,https://verify.kaasdemo.ai/cert/9cf1ae32-d042-48b2-9a12-08ff399053e1,a935878699574ba3b05d96f936997b74,Active
CERT0015638,USR001057,CRS043019,Completion Certificate,Micro Credential in Full Stack,2026-03-05,2028-03-04,https://verify.kaasdemo.ai/cert/981a5260-1631-414d-9686-c78ce4492361,e8cfce6b9265492cbecaa4f97a214ccd,Revoked
CERT0015639,USR012748,CRS027475,Professional Certificate,Leadership Credential in Healthcare,2025-09-26,2028-09-25,https://verify.kaasdemo.ai/cert/2766e0a2-9f87-4d10-a678-e642a0aad89f,d9b7d90990ba4eae9540906d7ef83611,Expired
CERT0015640,USR009149,CRS026550,Completion Certificate,Micro Credential in AI,2026-03-24,2029-03-23,https://verify.kaasdemo.ai/cert/da27c1c5-f6d3-4abe-8aa0-a459f6c92f29,f81d28c493d24603918fcd6bd39cc5eb,Revoked
CERT0015641,USR049733,CRS032692,Professional Certificate,Micro Credential in Finance,2026-04-16,2029-04-15,https://verify.kaasdemo.ai/cert/b94d2657-501e-462d-84b0-ff027db9df13,48896df9c53d4bc1ae3dc8136fc98824,Expired
CERT0015642,USR001238,CRS004073,Skill Badge,Professional Certificate in AI,2025-07-06,2026-07-06,https://verify.kaasdemo.ai/cert/614ef06f-edd7-42d8-adee-310cc53be6f9,84670f816d144bdabd74aae4c8828e4a,Active
CERT0015643,USR023552,CRS039976,Leadership Credential,Skill Badge in Leadership,2026-03-13,2027-03-13,https://verify.kaasdemo.ai/cert/16cad42a-f3d0-40f4-8e96-d0b3dece2136,aaac517549d8447890a60215ca20668e,Active
CERT0015644,USR019965,CRS040488,Completion Certificate,Compliance Certificate in Leadership,2026-01-14,2029-01-13,https://verify.kaasdemo.ai/cert/76a67a1c-cf0c-45d3-a8dd-fcab2a9f4b18,80cef09a5e764cfbab55a867e8764653,Active
CERT0015645,USR019561,CRS024350,Completion Certificate,Compliance Certificate in Cybersecurity,2025-08-18,2028-08-17,https://verify.kaasdemo.ai/cert/8c96eb47-9156-48a2-8260-fb04a215b29c,829ac81562db47e9b3702d1a6c695608,Active
CERT0015646,USR025230,CRS005175,Leadership Credential,Micro Credential in Cybersecurity,2025-06-10,2026-06-10,https://verify.kaasdemo.ai/cert/55f070fc-99cf-478b-8f97-65aef521b63b,a4954c7b70954d30b835d2c695dbef8b,Active
CERT0015647,USR038906,CRS027657,Completion Certificate,Leadership Credential in AI,2025-09-09,2027-09-09,https://verify.kaasdemo.ai/cert/a345abba-669e-4294-98ee-087a2b53842b,d313b709d16d4062ae3d6baa96d8f286,Active
CERT0015648,USR040802,CRS035765,Micro Credential,Micro Credential in Leadership,2026-02-18,2029-02-17,https://verify.kaasdemo.ai/cert/dea28137-5ced-4042-a0b7-dd9375888173,91e714bcee9a449095840076e21889ed,Active
CERT0015649,USR023282,CRS004480,Micro Credential,Professional Certificate in Governance,2026-03-10,2028-03-09,https://verify.kaasdemo.ai/cert/0cc48783-39d2-4686-aefb-da86efcfa709,ebb1133747444dbf99173c720bcf38b7,Expired
CERT0015650,USR019629,CRS030400,Skill Badge,Micro Credential in Cybersecurity,2025-07-17,2026-07-17,https://verify.kaasdemo.ai/cert/374fda05-0898-499e-b00d-c77755689b65,fc5a036d040348f1b839b02eeff50d4c,Active
CERT0015651,USR002688,CRS034987,Compliance Certificate,Leadership Credential in Governance,2025-07-16,2026-07-16,https://verify.kaasdemo.ai/cert/c8054dad-06ad-46c9-b4dc-d99b7dc5afc0,b33f4aaec4fd484898f93040175d0db0,Active
CERT0015652,USR017750,CRS023350,Completion Certificate,Completion Certificate in Quality Management,2025-12-09,2028-12-08,https://verify.kaasdemo.ai/cert/cde7b803-9fe5-49ab-a634-b7b64997a256,dd2930a5e9404267b98b931196c18e3d,Active
CERT0015653,USR007614,CRS029936,Professional Certificate,Leadership Credential in Digital Marketing,2025-09-23,2028-09-22,https://verify.kaasdemo.ai/cert/03876c75-1577-4f11-a993-b7bbb93055e5,41ab0f251e11465385eee558e89d7594,Active
CERT0015654,USR000684,CRS049746,Micro Credential,Professional Certificate in Healthcare,2026-03-07,2029-03-06,https://verify.kaasdemo.ai/cert/e1efa475-d9c8-4098-a2d3-d8dfaddf7ce3,2b38fa57f2af43978910e0669070bebd,Active
CERT0015655,USR036454,CRS035646,Skill Badge,Professional Certificate in Cybersecurity,2025-11-21,2027-11-21,https://verify.kaasdemo.ai/cert/80fcfa1b-5bf2-4126-ae24-cc7ee94bb46e,a86a0410ce74402ba0d003b110e536f2,Active
CERT0015656,USR017604,CRS038946,Professional Certificate,Completion Certificate in Sales,2025-06-03,2028-06-02,https://verify.kaasdemo.ai/cert/22d6f743-3b12-471b-91b9-9b47974be226,382de4b8b74948138c2cf69ecd0e0c7c,Active
