assessment_id,course_id,assessment_title,assessment_type,difficulty,question_count,max_score,passing_score,llm_generated,gamified_mode,proctoring_required,created_at
ASM012158,CRS033779,Viva Assessment 12158,Project Submission,Beginner,35,100,64,True,Timed Challenge,False,2025-09-13
ASM012159,CRS024948,Viva Assessment 12159,Coding Challenge,Expert,22,150,99,True,Scenario Mission,False,2025-01-06
ASM012160,CRS014009,Gamified Quest Assessment 12160,Simulation,Expert,53,150,73,True,Classic,False,2024-12-04
ASM012161,CRS007727,Gamified Quest Assessment 12161,Roleplay,Expert,22,100,45,True,Battle,False,2024-10-21
ASM012162,CRS032552,Viva Assessment 12162,Gamified Quest,Advanced,22,200,112,True,Classic,False,2024-11-23
ASM012163,CRS036825,Gamified Quest Assessment 12163,Viva,Advanced,60,200,113,True,Scenario Mission,False,2025-05-31
ASM012164,CRS032015,Roleplay Assessment 12164,Simulation,Intermediate,33,200,129,True,Quest,False,2026-03-18
ASM012165,CRS014054,Simulation Assessment 12165,Roleplay,Expert,25,50,33,False,Timed Challenge,False,2026-04-18
ASM012166,CRS024519,Gamified Quest Assessment 12166,Project Submission,Advanced,6,100,67,True,Classic,True,2025-03-31
ASM012167,CRS048315,Case Study Assessment 12167,Coding Challenge,Advanced,59,100,58,True,Scenario Mission,True,2026-03-01
ASM012168,CRS000822,Project Submission Assessment 12168,Gamified Quest,Advanced,44,150,95,False,Battle,False,2025-05-02
ASM012169,CRS022469,MCQ Assessment 12169,Simulation,Intermediate,48,100,55,True,Battle,False,2025-11-09
ASM012170,CRS005355,Roleplay Assessment 12170,Project Submission,Intermediate,60,50,27,True,Escape Room,False,2024-05-14
ASM012171,CRS037434,Gamified Quest Assessment 12171,MCQ,Advanced,43,50,23,True,Quest,False,2025-06-12
ASM012172,CRS014269,Roleplay Assessment 12172,Coding Challenge,Expert,27,150,83,True,Escape Room,False,2025-02-20
ASM012173,CRS034417,Case Study Assessment 12173,Coding Challenge,Expert,5,150,71,False,Escape Room,False,2026-02-12
ASM012174,CRS042585,Simulation Assessment 12174,MCQ,Expert,17,50,26,False,Classic,True,2024-10-07
ASM012175,CRS021255,Roleplay Assessment 12175,Project Submission,Advanced,25,100,61,True,Escape Room,False,2026-02-05
ASM012176,CRS030946,Coding Challenge Assessment 12176,Case Study,Expert,25,50,28,True,Battle,False,2025-08-29
ASM012177,CRS006884,Simulation Assessment 12177,MCQ,Intermediate,41,200,117,True,Escape Room,False,2026-01-31
ASM012178,CRS013304,Viva Assessment 12178,Coding Challenge,Advanced,29,150,104,True,Classic,False,2024-12-22
ASM012179,CRS040446,Viva Assessment 12179,Case Study,Intermediate,51,50,31,False,Escape Room,False,2026-04-14
ASM012180,CRS015436,Roleplay Assessment 12180,Viva,Intermediate,10,200,120,False,Scenario Mission,False,2025-03-06
ASM012181,CRS020232,Simulation Assessment 12181,Simulation,Advanced,5,200,111,False,Quest,True,2024-12-02
ASM012182,CRS009872,Project Submission Assessment 12182,Gamified Quest,Beginner,42,150,67,True,Scenario Mission,False,2025-10-13
ASM012183,CRS019947,Project Submission Assessment 12183,Coding Challenge,Beginner,53,200,129,True,Scenario Mission,False,2024-12-07
ASM012184,CRS035177,MCQ Assessment 12184,Viva,Intermediate,57,100,66,False,Scenario Mission,False,2024-08-19
ASM012185,CRS000265,Roleplay Assessment 12185,MCQ,Expert,16,50,28,True,Scenario Mission,True,2025-05-01
ASM012186,CRS028281,Case Study Assessment 12186,MCQ,Beginner,51,150,88,False,Classic,True,2025-10-02
ASM012187,CRS032174,Coding Challenge Assessment 12187,Coding Challenge,Expert,29,100,45,False,Battle,True,2026-05-03
ASM012188,CRS013946,Roleplay Assessment 12188,Project Submission,Advanced,33,100,58,True,Battle,False,2024-11-12
ASM012189,CRS026662,Coding Challenge Assessment 12189,Case Study,Beginner,23,150,89,False,Timed Challenge,True,2025-08-08
ASM012190,CRS043003,Project Submission Assessment 12190,MCQ,Expert,31,100,65,True,Classic,True,2024-10-09
ASM012191,CRS015082,Simulation Assessment 12191,Simulation,Advanced,23,200,124,False,Escape Room,True,2024-12-02
ASM012192,CRS012694,Roleplay Assessment 12192,Roleplay,Intermediate,31,50,31,True,Battle,True,2024-09-18
ASM012193,CRS028526,Gamified Quest Assessment 12193,Gamified Quest,Intermediate,55,150,96,False,Scenario Mission,False,2025-05-19
ASM012194,CRS002237,Project Submission Assessment 12194,Gamified Quest,Expert,45,150,84,True,Quest,False,2025-11-23
ASM012195,CRS009859,Viva Assessment 12195,MCQ,Expert,54,150,88,True,Quest,False,2025-03-27
ASM012196,CRS020243,Viva Assessment 12196,Simulation,Intermediate,14,150,76,True,Scenario Mission,True,2025-08-13
ASM012197,CRS004939,Case Study Assessment 12197,MCQ,Expert,28,200,120,True,Classic,False,2025-12-07
ASM012198,CRS019189,Case Study Assessment 12198,Coding Challenge,Advanced,49,100,60,True,Battle,True,2024-05-24
ASM012199,CRS026626,Project Submission Assessment 12199,Gamified Quest,Expert,14,200,114,True,Timed Challenge,False,2024-12-21
ASM012200,CRS000169,MCQ Assessment 12200,Case Study,Intermediate,43,50,28,True,Timed Challenge,False,2026-02-27
ASM012201,CRS035166,Roleplay Assessment 12201,Viva,Beginner,34,200,126,True,Battle,False,2024-07-18
ASM012202,CRS021726,Coding Challenge Assessment 12202,Viva,Beginner,59,50,23,False,Scenario Mission,False,2025-12-18
ASM012203,CRS044621,Roleplay Assessment 12203,Viva,Advanced,16,150,81,True,Escape Room,False,2026-03-18
ASM012204,CRS009793,Simulation Assessment 12204,Gamified Quest,Beginner,24,50,34,False,Quest,True,2026-01-09
ASM012205,CRS025032,Coding Challenge Assessment 12205,Case Study,Intermediate,34,100,60,True,Scenario Mission,False,2026-01-26
ASM012206,CRS047982,Roleplay Assessment 12206,Coding Challenge,Advanced,45,50,25,True,Timed Challenge,False,2024-09-08
ASM012207,CRS015724,Simulation Assessment 12207,Simulation,Beginner,28,150,98,True,Battle,False,2025-09-17
ASM012208,CRS049629,Coding Challenge Assessment 12208,Project Submission,Beginner,29,100,56,True,Battle,False,2025-09-20
ASM012209,CRS038053,Simulation Assessment 12209,Coding Challenge,Advanced,8,50,24,False,Battle,False,2024-12-14
ASM012210,CRS046707,Roleplay Assessment 12210,Case Study,Advanced,24,200,139,True,Timed Challenge,False,2025-09-30
ASM012211,CRS019993,MCQ Assessment 12211,Roleplay,Expert,27,100,47,True,Quest,True,2024-07-25
ASM012212,CRS001204,Roleplay Assessment 12212,Gamified Quest,Expert,28,100,68,False,Battle,False,2024-08-10
ASM012213,CRS016875,Viva Assessment 12213,Viva,Intermediate,5,50,23,True,Scenario Mission,True,2024-05-14
ASM012214,CRS047948,MCQ Assessment 12214,Gamified Quest,Intermediate,30,50,26,True,Escape Room,True,2025-06-09
ASM012215,CRS010095,Gamified Quest Assessment 12215,MCQ,Beginner,30,50,25,True,Battle,False,2024-12-03
ASM012216,CRS014151,Project Submission Assessment 12216,Simulation,Intermediate,30,200,123,True,Battle,False,2024-12-04
ASM012217,CRS010921,Case Study Assessment 12217,Simulation,Advanced,50,150,70,True,Scenario Mission,True,2025-02-20
ASM012218,CRS018221,MCQ Assessment 12218,Project Submission,Intermediate,42,200,139,False,Classic,False,2025-12-08
ASM012219,CRS008558,Viva Assessment 12219,Simulation,Advanced,35,100,64,False,Escape Room,False,2024-06-20
ASM012220,CRS024912,Project Submission Assessment 12220,Simulation,Advanced,5,200,113,True,Scenario Mission,False,2025-09-13
ASM012221,CRS022014,Case Study Assessment 12221,Case Study,Advanced,60,150,94,False,Battle,False,2026-03-20
ASM012222,CRS019230,Coding Challenge Assessment 12222,Roleplay,Advanced,49,150,77,True,Quest,True,2026-01-22
ASM012223,CRS004353,Gamified Quest Assessment 12223,Project Submission,Beginner,26,50,31,True,Quest,False,2025-03-24
ASM012224,CRS032014,Viva Assessment 12224,Gamified Quest,Expert,44,150,82,True,Classic,False,2024-08-24
ASM012225,CRS022360,Case Study Assessment 12225,Project Submission,Expert,41,50,29,False,Classic,False,2025-01-23
ASM012226,CRS033227,Roleplay Assessment 12226,Coding Challenge,Expert,46,150,86,True,Battle,False,2025-04-01
ASM012227,CRS035693,Roleplay Assessment 12227,Case Study,Beginner,37,200,120,True,Escape Room,False,2026-05-02
ASM012228,CRS022645,Roleplay Assessment 12228,Viva,Expert,9,200,94,False,Battle,False,2024-10-02
ASM012229,CRS026381,Simulation Assessment 12229,Roleplay,Expert,35,200,128,False,Scenario Mission,True,2025-01-28
ASM012230,CRS006272,Coding Challenge Assessment 12230,Roleplay,Intermediate,13,200,99,True,Escape Room,False,2026-01-03
ASM012231,CRS036703,Case Study Assessment 12231,Gamified Quest,Advanced,23,200,96,True,Quest,True,2025-12-15
ASM012232,CRS041629,Coding Challenge Assessment 12232,Viva,Beginner,43,100,48,True,Quest,False,2025-06-20
ASM012233,CRS026066,MCQ Assessment 12233,Simulation,Advanced,33,200,136,False,Scenario Mission,False,2025-01-14
ASM012234,CRS016658,Coding Challenge Assessment 12234,Coding Challenge,Intermediate,23,100,66,True,Escape Room,True,2026-01-30
ASM012235,CRS007491,Viva Assessment 12235,Viva,Advanced,36,200,117,True,Classic,True,2024-08-09
ASM012236,CRS032597,Viva Assessment 12236,Project Submission,Intermediate,54,200,101,True,Battle,True,2024-09-12
ASM012237,CRS000412,Simulation Assessment 12237,Gamified Quest,Intermediate,23,200,92,True,Escape Room,True,2025-04-11
ASM012238,CRS001557,Case Study Assessment 12238,Project Submission,Beginner,27,50,27,True,Battle,False,2025-04-05
ASM012239,CRS049719,Gamified Quest Assessment 12239,Case Study,Expert,59,50,27,True,Classic,False,2024-08-04
ASM012240,CRS014284,Simulation Assessment 12240,Simulation,Intermediate,31,200,104,False,Timed Challenge,True,2025-09-02
ASM012241,CRS025633,MCQ Assessment 12241,Case Study,Beginner,47,150,93,True,Scenario Mission,True,2025-08-17
ASM012242,CRS028165,Viva Assessment 12242,Coding Challenge,Beginner,16,100,57,True,Escape Room,True,2024-09-19
ASM012243,CRS046043,Viva Assessment 12243,Simulation,Advanced,29,50,27,True,Quest,False,2026-04-28
ASM012244,CRS041909,Case Study Assessment 12244,Gamified Quest,Expert,22,150,80,True,Timed Challenge,False,2024-11-29
ASM012245,CRS011978,Simulation Assessment 12245,Viva,Expert,34,150,76,False,Quest,False,2025-09-08
ASM012246,CRS034224,Viva Assessment 12246,Roleplay,Expert,47,200,134,True,Scenario Mission,True,2025-05-05
ASM012247,CRS024727,Viva Assessment 12247,Gamified Quest,Intermediate,33,150,100,True,Quest,True,2025-02-11
ASM012248,CRS027142,Case Study Assessment 12248,Simulation,Expert,42,100,66,False,Timed Challenge,True,2024-12-24
ASM012249,CRS005679,MCQ Assessment 12249,Gamified Quest,Advanced,12,150,99,False,Battle,False,2026-04-11
ASM012250,CRS013104,Gamified Quest Assessment 12250,Coding Challenge,Advanced,35,50,32,False,Scenario Mission,False,2025-03-04
ASM012251,CRS041697,Gamified Quest Assessment 12251,Gamified Quest,Intermediate,35,200,105,False,Timed Challenge,False,2025-03-11
ASM012252,CRS037606,Project Submission Assessment 12252,Simulation,Advanced,6,200,109,False,Escape Room,False,2025-03-30
ASM012253,CRS038650,Case Study Assessment 12253,Coding Challenge,Advanced,25,150,89,True,Battle,True,2024-05-29
ASM012254,CRS045261,Coding Challenge Assessment 12254,Viva,Expert,58,150,85,True,Escape Room,False,2025-12-23
ASM012255,CRS016836,Case Study Assessment 12255,Viva,Beginner,25,50,26,False,Classic,False,2025-12-20
ASM012256,CRS044660,Simulation Assessment 12256,Case Study,Beginner,58,50,33,False,Quest,True,2025-03-15
ASM012257,CRS048341,Coding Challenge Assessment 12257,Simulation,Beginner,13,50,25,True,Escape Room,True,2025-06-29
ASM012258,CRS030561,MCQ Assessment 12258,Coding Challenge,Intermediate,7,200,122,False,Quest,False,2025-12-25
ASM012259,CRS010839,MCQ Assessment 12259,Gamified Quest,Beginner,43,100,67,False,Scenario Mission,True,2026-04-30
ASM012260,CRS016597,Coding Challenge Assessment 12260,Case Study,Expert,24,200,133,True,Escape Room,False,2024-07-01
ASM012261,CRS020228,Viva Assessment 12261,MCQ,Beginner,47,50,22,False,Quest,False,2025-07-13
ASM012262,CRS041842,MCQ Assessment 12262,Viva,Beginner,14,150,88,True,Scenario Mission,True,2024-07-02
ASM012263,CRS007186,MCQ Assessment 12263,Gamified Quest,Beginner,28,100,49,False,Battle,False,2025-11-01
ASM012264,CRS028322,Case Study Assessment 12264,Case Study,Intermediate,35,200,95,True,Classic,False,2025-01-03
ASM012265,CRS025926,MCQ Assessment 12265,Simulation,Expert,56,150,79,True,Quest,False,2026-03-22
ASM012266,CRS043828,Coding Challenge Assessment 12266,Simulation,Intermediate,27,100,61,True,Scenario Mission,False,2025-05-10
ASM012267,CRS021087,Case Study Assessment 12267,MCQ,Expert,31,50,33,False,Classic,True,2024-08-17
ASM012268,CRS005672,MCQ Assessment 12268,Viva,Beginner,52,150,85,True,Escape Room,True,2025-12-08
ASM012269,CRS002474,Simulation Assessment 12269,Gamified Quest,Advanced,43,200,128,False,Battle,True,2024-05-16
ASM012270,CRS019593,Viva Assessment 12270,Viva,Intermediate,20,150,103,True,Classic,False,2025-07-23
ASM012271,CRS049671,Project Submission Assessment 12271,Viva,Expert,59,200,135,True,Scenario Mission,False,2024-07-05
ASM012272,CRS040716,Project Submission Assessment 12272,Gamified Quest,Expert,9,100,51,False,Scenario Mission,False,2025-06-10
ASM012273,CRS010645,Case Study Assessment 12273,Gamified Quest,Beginner,12,150,87,True,Classic,True,2025-09-11
ASM012274,CRS038784,Viva Assessment 12274,Case Study,Expert,60,200,130,True,Timed Challenge,False,2026-04-26
ASM012275,CRS010751,Case Study Assessment 12275,Case Study,Expert,34,100,59,False,Escape Room,False,2025-12-16
ASM012276,CRS013550,MCQ Assessment 12276,Roleplay,Advanced,7,200,102,False,Scenario Mission,False,2026-01-13
ASM012277,CRS022684,Viva Assessment 12277,MCQ,Expert,41,200,119,True,Quest,True,2025-07-12
ASM012278,CRS047681,MCQ Assessment 12278,Viva,Intermediate,47,50,29,False,Scenario Mission,True,2026-04-17
ASM012279,CRS032692,Project Submission Assessment 12279,Project Submission,Intermediate,48,50,24,True,Quest,False,2024-05-21
ASM012280,CRS042305,Project Submission Assessment 12280,Roleplay,Beginner,12,50,28,True,Escape Room,False,2025-12-26
ASM012281,CRS028986,Gamified Quest Assessment 12281,Gamified Quest,Expert,27,100,68,True,Quest,True,2024-12-04
ASM012282,CRS038033,Gamified Quest Assessment 12282,MCQ,Expert,40,100,45,True,Battle,False,2025-07-04
ASM012283,CRS013899,Case Study Assessment 12283,Viva,Intermediate,46,150,76,True,Scenario Mission,True,2026-04-22
ASM012284,CRS016900,Project Submission Assessment 12284,Gamified Quest,Advanced,11,150,70,True,Battle,False,2024-11-06
ASM012285,CRS027223,Gamified Quest Assessment 12285,Coding Challenge,Beginner,36,100,58,True,Scenario Mission,True,2024-12-26
ASM012286,CRS009222,MCQ Assessment 12286,Project Submission,Intermediate,26,200,124,False,Escape Room,False,2024-05-29
ASM012287,CRS011724,Simulation Assessment 12287,Coding Challenge,Intermediate,38,150,69,True,Timed Challenge,False,2025-03-03
ASM012288,CRS007781,Roleplay Assessment 12288,Gamified Quest,Intermediate,54,150,101,True,Battle,True,2025-03-17
ASM012289,CRS044778,Roleplay Assessment 12289,Coding Challenge,Expert,48,50,22,False,Timed Challenge,True,2024-11-03
ASM012290,CRS038807,Project Submission Assessment 12290,Viva,Intermediate,44,50,24,False,Escape Room,False,2025-05-13
ASM012291,CRS016489,Roleplay Assessment 12291,Roleplay,Beginner,18,150,84,True,Classic,False,2025-01-24
ASM012292,CRS003939,Gamified Quest Assessment 12292,Coding Challenge,Beginner,48,100,67,False,Battle,True,2025-05-27
ASM012293,CRS001616,Roleplay Assessment 12293,Roleplay,Intermediate,10,100,66,True,Scenario Mission,False,2024-10-22
ASM012294,CRS019073,Viva Assessment 12294,Project Submission,Intermediate,24,200,116,True,Scenario Mission,False,2025-04-14
ASM012295,CRS032813,Project Submission Assessment 12295,Case Study,Expert,24,50,30,True,Timed Challenge,False,2026-04-16
ASM012296,CRS025960,Simulation Assessment 12296,MCQ,Expert,58,50,34,True,Classic,False,2026-05-03
ASM012297,CRS026825,Gamified Quest Assessment 12297,Simulation,Advanced,7,50,33,False,Scenario Mission,True,2025-02-15
ASM012298,CRS011920,MCQ Assessment 12298,Project Submission,Expert,45,50,33,True,Classic,True,2025-06-18
ASM012299,CRS036740,MCQ Assessment 12299,Coding Challenge,Beginner,23,200,113,True,Scenario Mission,False,2026-03-11
ASM012300,CRS002069,Viva Assessment 12300,Gamified Quest,Advanced,42,100,64,False,Escape Room,True,2025-09-09
ASM012301,CRS020712,Project Submission Assessment 12301,Viva,Intermediate,32,100,59,True,Classic,False,2025-04-05
ASM012302,CRS012572,Coding Challenge Assessment 12302,Project Submission,Beginner,59,200,126,False,Classic,False,2025-07-06
ASM012303,CRS043429,Project Submission Assessment 12303,Roleplay,Beginner,36,100,69,True,Scenario Mission,False,2024-06-18
ASM012304,CRS013768,MCQ Assessment 12304,Roleplay,Beginner,11,200,129,False,Scenario Mission,False,2024-08-28
ASM012305,CRS047436,Simulation Assessment 12305,Simulation,Intermediate,36,50,31,True,Classic,False,2025-01-25
ASM012306,CRS004472,MCQ Assessment 12306,Coding Challenge,Intermediate,12,150,83,True,Timed Challenge,False,2025-04-30
ASM012307,CRS008115,Gamified Quest Assessment 12307,Project Submission,Intermediate,24,200,100,True,Quest,True,2025-06-03
ASM012308,CRS029814,Project Submission Assessment 12308,Coding Challenge,Expert,46,50,33,False,Scenario Mission,True,2026-01-25
ASM012309,CRS028443,Viva Assessment 12309,MCQ,Expert,12,50,23,False,Timed Challenge,False,2024-11-10
ASM012310,CRS016284,Coding Challenge Assessment 12310,Case Study,Advanced,30,200,112,True,Scenario Mission,True,2026-03-29
ASM012311,CRS020617,Project Submission Assessment 12311,Project Submission,Expert,22,50,30,True,Timed Challenge,False,2025-11-03
ASM012312,CRS033892,Coding Challenge Assessment 12312,Roleplay,Intermediate,51,200,120,True,Scenario Mission,False,2024-10-31
ASM012313,CRS043470,Gamified Quest Assessment 12313,Project Submission,Intermediate,26,200,124,True,Timed Challenge,False,2025-09-24
ASM012314,CRS033995,Viva Assessment 12314,Coding Challenge,Expert,16,50,25,False,Classic,False,2024-08-16
ASM012315,CRS028151,Roleplay Assessment 12315,Case Study,Beginner,17,50,33,True,Battle,False,2025-07-16
ASM012316,CRS043500,Case Study Assessment 12316,Roleplay,Expert,16,50,28,True,Scenario Mission,True,2025-05-23
ASM012317,CRS019162,Project Submission Assessment 12317,Simulation,Expert,46,50,31,True,Battle,False,2024-09-03
ASM012318,CRS006024,Viva Assessment 12318,Project Submission,Expert,45,200,121,True,Classic,False,2026-05-06
ASM012319,CRS041015,Project Submission Assessment 12319,Viva,Advanced,36,100,69,True,Quest,False,2025-12-15
ASM012320,CRS028809,MCQ Assessment 12320,Project Submission,Expert,9,200,96,True,Escape Room,False,2026-02-09
ASM012321,CRS022418,Viva Assessment 12321,Simulation,Expert,16,50,27,True,Classic,False,2025-05-09
ASM012322,CRS036750,Simulation Assessment 12322,Project Submission,Advanced,27,200,119,False,Quest,True,2024-05-25
ASM012323,CRS000451,Project Submission Assessment 12323,Viva,Intermediate,15,100,50,True,Timed Challenge,False,2024-12-27
ASM012324,CRS009168,Viva Assessment 12324,Gamified Quest,Intermediate,37,50,23,True,Escape Room,False,2025-02-09
ASM012325,CRS005845,Case Study Assessment 12325,MCQ,Expert,29,100,66,True,Quest,True,2025-05-27
ASM012326,CRS031901,Project Submission Assessment 12326,Roleplay,Intermediate,52,200,136,True,Scenario Mission,True,2026-05-07
ASM012327,CRS001259,Roleplay Assessment 12327,Project Submission,Beginner,45,50,30,True,Quest,False,2026-01-26
ASM012328,CRS013854,Viva Assessment 12328,Project Submission,Advanced,24,50,26,True,Quest,False,2026-04-06
ASM012329,CRS028669,Coding Challenge Assessment 12329,MCQ,Advanced,13,150,77,True,Scenario Mission,False,2025-03-25
ASM012330,CRS023497,Project Submission Assessment 12330,Simulation,Advanced,59,100,48,True,Battle,True,2026-03-17
ASM012331,CRS007050,Simulation Assessment 12331,Project Submission,Beginner,14,200,112,True,Scenario Mission,False,2025-04-09
ASM012332,CRS030917,Viva Assessment 12332,Coding Challenge,Advanced,42,50,22,True,Timed Challenge,False,2025-08-01
ASM012333,CRS005954,Coding Challenge Assessment 12333,Project Submission,Intermediate,9,150,82,True,Battle,False,2025-06-07
ASM012334,CRS026892,Gamified Quest Assessment 12334,Coding Challenge,Intermediate,52,150,74,True,Classic,False,2024-09-21
ASM012335,CRS032950,Coding Challenge Assessment 12335,Viva,Intermediate,11,200,134,True,Battle,False,2025-12-28
ASM012336,CRS042019,Project Submission Assessment 12336,Gamified Quest,Expert,11,100,58,False,Scenario Mission,False,2024-11-05
ASM012337,CRS026792,Case Study Assessment 12337,Roleplay,Beginner,46,200,138,True,Timed Challenge,False,2026-03-21
ASM012338,CRS001982,Simulation Assessment 12338,Viva,Advanced,15,150,95,True,Scenario Mission,False,2026-04-23
ASM012339,CRS034519,Viva Assessment 12339,Gamified Quest,Intermediate,15,50,29,False,Battle,False,2025-05-28
ASM012340,CRS013734,Viva Assessment 12340,MCQ,Intermediate,35,200,132,True,Escape Room,True,2025-12-06
ASM012341,CRS041211,Case Study Assessment 12341,Viva,Intermediate,18,50,26,True,Escape Room,True,2024-08-18
ASM012342,CRS028103,Project Submission Assessment 12342,Gamified Quest,Beginner,13,150,85,False,Scenario Mission,False,2025-07-25
ASM012343,CRS022183,Viva Assessment 12343,MCQ,Beginner,57,150,80,True,Timed Challenge,True,2024-08-07
ASM012344,CRS003865,MCQ Assessment 12344,Coding Challenge,Expert,10,100,46,True,Quest,True,2025-11-11
ASM012345,CRS047856,Roleplay Assessment 12345,MCQ,Expert,18,150,81,True,Quest,False,2025-06-02
ASM012346,CRS013946,Case Study Assessment 12346,MCQ,Advanced,36,100,53,True,Classic,False,2026-02-06
ASM012347,CRS002032,Case Study Assessment 12347,Roleplay,Beginner,53,200,92,True,Escape Room,False,2025-12-18
ASM012348,CRS027229,Project Submission Assessment 12348,Coding Challenge,Expert,10,50,26,True,Classic,True,2025-06-27
ASM012349,CRS019451,Gamified Quest Assessment 12349,Simulation,Expert,14,200,113,True,Scenario Mission,False,2026-02-27
ASM012350,CRS023192,Gamified Quest Assessment 12350,Gamified Quest,Expert,31,50,22,True,Classic,False,2024-06-30
ASM012351,CRS026116,MCQ Assessment 12351,Viva,Intermediate,32,150,89,True,Classic,True,2026-01-30
ASM012352,CRS026294,Roleplay Assessment 12352,Simulation,Expert,27,150,89,False,Classic,True,2024-10-18
ASM012353,CRS040499,Gamified Quest Assessment 12353,Coding Challenge,Expert,14,150,88,True,Battle,True,2025-04-13
ASM012354,CRS040525,Viva Assessment 12354,Roleplay,Beginner,52,200,131,True,Battle,True,2025-08-11
ASM012355,CRS028379,Simulation Assessment 12355,Roleplay,Intermediate,17,50,26,True,Quest,False,2024-08-15
ASM012356,CRS045381,Case Study Assessment 12356,MCQ,Advanced,17,200,110,True,Classic,False,2024-12-17
ASM012357,CRS046022,Coding Challenge Assessment 12357,Case Study,Expert,17,100,50,False,Quest,False,2024-08-23
ASM012358,CRS032790,Coding Challenge Assessment 12358,Case Study,Advanced,39,50,28,True,Timed Challenge,False,2025-04-27
ASM012359,CRS009763,Case Study Assessment 12359,Viva,Advanced,54,150,93,True,Battle,True,2024-06-13
ASM012360,CRS046970,Project Submission Assessment 12360,Viva,Expert,59,200,117,True,Battle,False,2025-11-06
ASM012361,CRS031234,Project Submission Assessment 12361,Simulation,Intermediate,32,150,74,True,Scenario Mission,True,2025-08-31
ASM012362,CRS010859,Gamified Quest Assessment 12362,Gamified Quest,Expert,21,100,68,True,Scenario Mission,False,2025-04-30
ASM012363,CRS039149,Gamified Quest Assessment 12363,MCQ,Intermediate,5,200,133,True,Battle,False,2025-10-16
ASM012364,CRS012574,Viva Assessment 12364,Gamified Quest,Intermediate,29,50,32,False,Timed Challenge,False,2025-04-26
ASM012365,CRS007252,Case Study Assessment 12365,Coding Challenge,Advanced,16,200,121,True,Classic,False,2026-04-09
ASM012366,CRS015103,Roleplay Assessment 12366,Roleplay,Expert,25,100,46,True,Scenario Mission,False,2025-12-29
ASM012367,CRS035347,Project Submission Assessment 12367,Viva,Beginner,33,100,68,True,Battle,False,2026-01-07
ASM012368,CRS007505,MCQ Assessment 12368,Coding Challenge,Beginner,8,50,24,True,Timed Challenge,False,2025-04-28
ASM012369,CRS005920,Gamified Quest Assessment 12369,Gamified Quest,Advanced,53,200,98,False,Quest,True,2024-05-13
ASM012370,CRS010461,Viva Assessment 12370,Viva,Intermediate,54,150,80,False,Classic,True,2024-05-19
ASM012371,CRS035666,Coding Challenge Assessment 12371,Project Submission,Advanced,9,100,54,True,Timed Challenge,False,2024-10-05
ASM012372,CRS004560,Coding Challenge Assessment 12372,Roleplay,Intermediate,5,100,56,True,Scenario Mission,False,2025-10-21
ASM012373,CRS017425,Case Study Assessment 12373,MCQ,Intermediate,5,50,24,True,Escape Room,True,2025-06-19
ASM012374,CRS035448,Simulation Assessment 12374,Project Submission,Advanced,29,200,106,False,Classic,True,2024-12-04
ASM012375,CRS014096,Roleplay Assessment 12375,Simulation,Intermediate,30,50,28,False,Escape Room,False,2025-04-30
ASM012376,CRS040215,Roleplay Assessment 12376,Coding Challenge,Advanced,45,100,58,True,Escape Room,False,2024-08-07
ASM012377,CRS017445,Viva Assessment 12377,Simulation,Beginner,44,200,94,True,Quest,True,2025-06-20
ASM012378,CRS046536,Viva Assessment 12378,Gamified Quest,Beginner,28,50,23,False,Escape Room,False,2025-05-23
ASM012379,CRS021342,MCQ Assessment 12379,MCQ,Beginner,30,150,73,True,Battle,False,2025-09-15
ASM012380,CRS029876,MCQ Assessment 12380,Viva,Intermediate,6,150,90,False,Battle,False,2025-02-21
ASM012381,CRS025366,Viva Assessment 12381,Roleplay,Intermediate,45,150,100,True,Quest,False,2026-02-06
ASM012382,CRS045407,MCQ Assessment 12382,Simulation,Beginner,34,200,138,False,Classic,False,2024-05-14
ASM012383,CRS048013,Coding Challenge Assessment 12383,Project Submission,Advanced,37,150,92,True,Escape Room,False,2025-06-01
ASM012384,CRS041114,Roleplay Assessment 12384,Viva,Advanced,6,100,56,True,Classic,False,2026-01-13
ASM012385,CRS044455,Viva Assessment 12385,Gamified Quest,Expert,34,50,28,False,Quest,True,2025-09-15
ASM012386,CRS044275,Gamified Quest Assessment 12386,Coding Challenge,Advanced,33,200,115,False,Classic,False,2025-07-19
ASM012387,CRS012091,Case Study Assessment 12387,Project Submission,Advanced,17,50,33,True,Quest,False,2024-05-31
ASM012388,CRS049952,Simulation Assessment 12388,Roleplay,Intermediate,34,200,117,True,Battle,False,2025-04-13
ASM012389,CRS002320,Coding Challenge Assessment 12389,Simulation,Advanced,41,50,30,True,Scenario Mission,True,2026-02-13
ASM012390,CRS041270,MCQ Assessment 12390,Case Study,Beginner,17,100,67,False,Quest,True,2025-01-06
ASM012391,CRS039170,Coding Challenge Assessment 12391,Viva,Intermediate,46,200,98,True,Quest,False,2026-01-05
ASM012392,CRS046633,Simulation Assessment 12392,Project Submission,Expert,10,200,108,False,Scenario Mission,False,2025-01-28
ASM012393,CRS010094,Coding Challenge Assessment 12393,Simulation,Beginner,17,50,25,True,Timed Challenge,True,2025-11-26
ASM012394,CRS003877,Simulation Assessment 12394,Gamified Quest,Advanced,59,150,68,True,Classic,True,2024-06-16
ASM012395,CRS006270,Coding Challenge Assessment 12395,Case Study,Beginner,14,50,25,False,Escape Room,False,2024-12-20
