post_id,user_id,post_type,content,hashtags,likes_count,comments_count,shares_count,ai_moderation_status,created_at
PST0011667,USR018719,Question,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1328,10,200,Approved,2026-04-18
PST0011668,USR030290,Question,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,3593,433,66,Flagged,2026-05-08
PST0011669,USR023292,Achievement,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,876,349,20,Approved,2026-03-12
PST0011670,USR019908,Poll,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1672,474,156,Needs Review,2026-02-05
PST0011671,USR000168,Project Showcase,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,2345,261,68,Approved,2026-03-11
PST0011672,USR046166,Article Share,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2309,265,44,Flagged,2026-05-10
PST0011673,USR013583,Job Opportunity,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,543,119,19,Approved,2025-12-07
PST0011674,USR041525,Job Opportunity,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,2890,59,61,Flagged,2026-02-14
PST0011675,USR031029,Project Showcase,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,3518,251,175,Approved,2026-02-10
PST0011676,USR001202,Question,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,213,440,190,Approved,2026-02-25
PST0011677,USR023001,Achievement,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,1048,225,20,Flagged,2026-04-20
PST0011678,USR000533,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4705,110,74,Approved,2026-01-29
PST0011679,USR036509,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3844,297,104,Approved,2026-03-17
PST0011680,USR039110,Project Showcase,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,4695,36,116,Approved,2026-03-20
PST0011681,USR042959,Poll,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1371,453,20,Flagged,2026-01-09
PST0011682,USR012106,Question,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2981,408,173,Needs Review,2026-02-09
PST0011683,USR012820,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4758,152,50,Approved,2026-01-27
PST0011684,USR017864,Job Opportunity,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3216,54,47,Flagged,2026-03-11
PST0011685,USR031110,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3958,486,188,Approved,2026-03-13
PST0011686,USR042442,Job Opportunity,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2089,263,155,Approved,2026-01-06
PST0011687,USR047521,Learning Update,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2688,20,166,Flagged,2026-02-28
PST0011688,USR047847,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2515,285,124,Approved,2026-02-15
PST0011689,USR036277,Article Share,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1044,47,111,Flagged,2026-01-11
PST0011690,USR018187,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3348,259,178,Approved,2026-01-19
PST0011691,USR046075,Job Opportunity,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,2776,252,127,Needs Review,2026-03-15
PST0011692,USR036395,Learning Update,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,4907,208,4,Approved,2026-02-28
PST0011693,USR023076,Learning Update,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3547,367,56,Approved,2026-04-17
PST0011694,USR014979,Article Share,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2251,333,187,Approved,2026-03-03
PST0011695,USR002551,Achievement,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3947,40,122,Approved,2026-02-22
PST0011696,USR002787,Article Share,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,346,384,76,Flagged,2026-04-14
PST0011697,USR031043,Project Showcase,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1987,305,66,Approved,2026-04-27
PST0011698,USR004854,Article Share,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,2063,394,130,Approved,2026-05-10
PST0011699,USR040893,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,3373,25,130,Approved,2026-02-08
PST0011700,USR047268,Poll,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,682,329,109,Approved,2026-02-02
PST0011701,USR006781,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1607,189,39,Approved,2026-01-12
PST0011702,USR017889,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2090,345,22,Needs Review,2025-11-16
PST0011703,USR008290,Question,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1501,59,80,Approved,2025-12-15
PST0011704,USR007894,Question,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1770,269,95,Approved,2026-04-12
PST0011705,USR022060,Learning Update,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,3108,127,166,Approved,2025-12-12
PST0011706,USR049043,Job Opportunity,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2480,198,18,Approved,2026-02-12
PST0011707,USR003986,Poll,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3933,444,147,Approved,2025-12-18
PST0011708,USR022332,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1477,153,159,Needs Review,2025-12-03
PST0011709,USR024942,Job Opportunity,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1365,19,200,Approved,2026-04-16
PST0011710,USR043857,Learning Update,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,3528,147,138,Flagged,2026-05-09
PST0011711,USR037377,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,2729,494,3,Approved,2025-12-18
PST0011712,USR003974,Poll,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,3068,157,77,Approved,2025-12-24
PST0011713,USR001088,Job Opportunity,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1551,492,108,Approved,2026-02-15
PST0011714,USR033285,Learning Update,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,3170,344,172,Approved,2025-12-31
PST0011715,USR000113,Article Share,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2043,46,3,Approved,2026-05-02
PST0011716,USR016524,Achievement,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,4606,136,6,Approved,2026-03-31
PST0011717,USR021153,Project Showcase,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,2608,140,11,Needs Review,2026-03-30
PST0011718,USR038721,Project Showcase,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2554,398,153,Approved,2026-01-27
PST0011719,USR003589,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,4576,139,133,Approved,2025-12-08
PST0011720,USR030903,Project Showcase,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,2368,217,71,Needs Review,2026-02-09
PST0011721,USR011551,Job Opportunity,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4287,178,161,Approved,2026-01-29
PST0011722,USR040560,Question,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2209,84,110,Flagged,2026-01-19
PST0011723,USR001369,Poll,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,4813,381,64,Approved,2025-12-18
PST0011724,USR023073,Achievement,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,3912,137,36,Approved,2026-03-20
PST0011725,USR030744,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,793,281,44,Approved,2025-12-11
PST0011726,USR030082,Achievement,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,3538,393,158,Approved,2026-03-13
PST0011727,USR031435,Job Opportunity,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2046,471,99,Approved,2025-12-20
PST0011728,USR047714,Poll,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,3273,338,157,Flagged,2026-04-10
PST0011729,USR027132,Project Showcase,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3733,14,58,Approved,2026-03-01
PST0011730,USR015278,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2842,332,153,Needs Review,2025-12-07
PST0011731,USR006622,Article Share,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,2884,321,165,Approved,2026-01-24
PST0011732,USR035896,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3350,344,166,Approved,2026-03-24
PST0011733,USR003539,Question,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,4651,209,165,Approved,2026-04-08
PST0011734,USR024123,Job Opportunity,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1763,117,159,Flagged,2026-04-12
PST0011735,USR007931,Article Share,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,856,307,45,Needs Review,2026-03-13
PST0011736,USR038948,Question,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,296,19,112,Flagged,2025-12-20
PST0011737,USR029212,Poll,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,4575,149,186,Approved,2026-05-09
PST0011738,USR037255,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2764,417,150,Needs Review,2026-05-05
PST0011739,USR030736,Question,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3187,347,194,Approved,2025-11-27
PST0011740,USR031978,Project Showcase,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,2407,40,58,Approved,2026-02-19
PST0011741,USR023517,Job Opportunity,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,2495,46,68,Approved,2026-01-25
PST0011742,USR002281,Question,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,4898,138,128,Approved,2025-11-30
PST0011743,USR002502,Article Share,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4634,185,140,Flagged,2026-02-04
PST0011744,USR033880,Project Showcase,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3418,91,117,Approved,2026-04-29
PST0011745,USR032607,Question,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2061,404,83,Approved,2026-02-22
PST0011746,USR042463,Poll,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,4449,10,128,Needs Review,2026-02-25
PST0011747,USR006166,Learning Update,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,1126,387,62,Needs Review,2026-01-07
PST0011748,USR015373,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2040,331,104,Approved,2026-01-17
PST0011749,USR005565,Question,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,3886,8,119,Needs Review,2025-12-17
PST0011750,USR039336,Achievement,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4409,244,69,Approved,2026-03-31
PST0011751,USR006138,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2780,448,85,Flagged,2026-01-19
PST0011752,USR027489,Achievement,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,1148,408,57,Approved,2026-01-06
PST0011753,USR012658,Achievement,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2661,230,34,Approved,2026-02-14
PST0011754,USR039063,Poll,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3882,42,179,Approved,2026-04-06
PST0011755,USR015371,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4775,342,46,Approved,2026-04-19
PST0011756,USR021401,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,157,52,94,Approved,2026-03-12
PST0011757,USR027887,Achievement,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,3835,71,163,Flagged,2026-02-17
PST0011758,USR035736,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,4935,196,58,Approved,2026-01-01
PST0011759,USR014780,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2702,500,86,Flagged,2026-03-15
PST0011760,USR048838,Achievement,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,3982,397,191,Approved,2026-01-30
PST0011761,USR045210,Article Share,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1895,126,197,Flagged,2025-12-09
PST0011762,USR022291,Article Share,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,3598,35,29,Needs Review,2026-04-26
PST0011763,USR001221,Poll,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1163,253,137,Flagged,2026-03-12
PST0011764,USR026760,Question,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,308,182,35,Approved,2025-11-20
PST0011765,USR008885,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1730,346,64,Approved,2026-04-14
PST0011766,USR035604,Achievement,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4170,156,86,Approved,2026-03-17
PST0011767,USR046818,Job Opportunity,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1875,136,56,Approved,2026-02-05
PST0011768,USR000510,Achievement,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,1627,444,186,Flagged,2026-01-12
PST0011769,USR008006,Project Showcase,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4604,465,193,Flagged,2026-04-18
PST0011770,USR038139,Article Share,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,1608,164,185,Flagged,2026-03-12
PST0011771,USR019572,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2885,36,36,Approved,2026-05-03
PST0011772,USR032951,Poll,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,846,77,28,Flagged,2026-03-10
PST0011773,USR031800,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2523,371,108,Flagged,2025-12-25
PST0011774,USR025588,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2972,406,156,Approved,2026-04-06
PST0011775,USR029755,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,504,302,18,Approved,2026-03-16
PST0011776,USR031479,Project Showcase,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4580,69,19,Approved,2026-01-05
PST0011777,USR037308,Question,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2889,254,141,Needs Review,2026-05-01
PST0011778,USR024074,Learning Update,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1948,247,115,Flagged,2026-04-18
PST0011779,USR031118,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,3260,209,100,Flagged,2026-03-02
PST0011780,USR013614,Learning Update,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,2030,101,109,Flagged,2026-02-06
PST0011781,USR035187,Article Share,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,4743,385,102,Approved,2026-04-01
PST0011782,USR030269,Article Share,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,429,286,184,Approved,2026-03-04
PST0011783,USR009402,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,4113,184,92,Approved,2026-04-06
PST0011784,USR046887,Article Share,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,923,198,53,Approved,2026-03-31
PST0011785,USR009342,Project Showcase,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,4715,417,45,Needs Review,2026-01-06
PST0011786,USR021126,Poll,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1971,78,194,Approved,2025-12-13
PST0011787,USR045390,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1731,290,114,Approved,2026-04-22
PST0011788,USR047674,Learning Update,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1495,200,123,Approved,2026-01-03
PST0011789,USR002787,Learning Update,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,570,284,49,Approved,2026-02-26
PST0011790,USR020187,Achievement,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,1239,21,82,Approved,2025-11-27
PST0011791,USR032287,Achievement,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3378,436,15,Approved,2025-11-22
PST0011792,USR027543,Job Opportunity,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,1960,479,131,Flagged,2026-01-08
PST0011793,USR031582,Achievement,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,4143,409,15,Approved,2025-12-26
PST0011794,USR049936,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,2635,169,23,Approved,2025-12-11
